SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
17,桃園,3,臭氧,O3,ppb,2020-08-01,21.6
37,斗六,3,臭氧,O3,ppb,2020-08-01,33.1
59,屏東,3,臭氧,O3,ppb,2020-08-01,37
69,竹山,3,臭氧,O3,ppb,2020-08-01,28.7
1,基隆,1,二氧化硫,SO2,ppb,2020-08-01,.5
1,基隆,2,一氧化碳,CO,ppm,2020-08-01,.11
1,基隆,3,臭氧,O3,ppb,2020-08-01,13.7
1,基隆,4,懸浮微粒,PM10,μg/m3,2020-08-01,10
1,基隆,5,氮氧化物,NOx,ppb,2020-08-01,4.12
1,基隆,6,一氧化氮,NO,ppb,2020-08-01,1.9
1,基隆,7,二氧化氮,NO2,ppb,2020-08-01,2.22
1,基隆,8,總碳氫化合物,THC,ppm,2020-08-01,1.733
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2020-08-01,.022
1,基隆,10,風速,WIND_SPEED,m/sec,2020-08-01,1.81
1,基隆,14,溫度,AMB_TEMP,℃,2020-08-01,31.29
1,基隆,31,甲烷,CH4,ppm,2020-08-01,1.713
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,2
1,基隆,38,相對濕度,RH,percent,2020-08-01,70.09
1,基隆,143,小時風速值,WS_HR,m/sec,2020-08-01,1.08
2,汐止,1,二氧化硫,SO2,ppb,2020-08-01,1.7
2,汐止,2,一氧化碳,CO,ppm,2020-08-01,.19
2,汐止,3,臭氧,O3,ppb,2020-08-01,12.4
2,汐止,4,懸浮微粒,PM10,μg/m3,2020-08-01,7
2,汐止,5,氮氧化物,NOx,ppb,2020-08-01,12.06
2,汐止,6,一氧化氮,NO,ppb,2020-08-01,6.66
2,汐止,7,二氧化氮,NO2,ppb,2020-08-01,5.4
2,汐止,10,風速,WIND_SPEED,m/sec,2020-08-01,1.71
2,汐止,14,溫度,AMB_TEMP,℃,2020-08-01,31.9
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,3
2,汐止,38,相對濕度,RH,percent,2020-08-01,61.58
2,汐止,143,小時風速值,WS_HR,m/sec,2020-08-01,.91
3,萬里,1,二氧化硫,SO2,ppb,2020-08-01,2.6
3,萬里,2,一氧化碳,CO,ppm,2020-08-01,.06
3,萬里,3,臭氧,O3,ppb,2020-08-01,10.1
3,萬里,4,懸浮微粒,PM10,μg/m3,2020-08-01,5
3,萬里,5,氮氧化物,NOx,ppb,2020-08-01,4.37
3,萬里,6,一氧化氮,NO,ppb,2020-08-01,2.07
3,萬里,7,二氧化氮,NO2,ppb,2020-08-01,2.29
3,萬里,10,風速,WIND_SPEED,m/sec,2020-08-01,3.38
3,萬里,14,溫度,AMB_TEMP,℃,2020-08-01,30.65
3,萬里,21,酸雨,PH_RAIN,pH,2020-08-01,0
3,萬里,22,導電度,RAIN_COND,μmho/cm,2020-08-01,0
3,萬里,32,降雨強度,RAIN_INT,㎜,2020-08-01,0
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,3
3,萬里,38,相對濕度,RH,percent,2020-08-01,62.59
3,萬里,143,小時風速值,WS_HR,m/sec,2020-08-01,2.91
4,新店,1,二氧化硫,SO2,ppb,2020-08-01,1.6
4,新店,2,一氧化碳,CO,ppm,2020-08-01,.14
4,新店,3,臭氧,O3,ppb,2020-08-01,13.2
4,新店,4,懸浮微粒,PM10,μg/m3,2020-08-01,7
4,新店,5,氮氧化物,NOx,ppb,2020-08-01,5.73
4,新店,6,一氧化氮,NO,ppb,2020-08-01,2.17
4,新店,7,二氧化氮,NO2,ppb,2020-08-01,3.56
4,新店,10,風速,WIND_SPEED,m/sec,2020-08-01,3.17
4,新店,14,溫度,AMB_TEMP,℃,2020-08-01,31.64
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,4
4,新店,38,相對濕度,RH,percent,2020-08-01,59.85
4,新店,143,小時風速值,WS_HR,m/sec,2020-08-01,2.8
5,土城,1,二氧化硫,SO2,ppb,2020-08-01,1.9
5,土城,2,一氧化碳,CO,ppm,2020-08-01,.24
5,土城,3,臭氧,O3,ppb,2020-08-01,15.1
5,土城,4,懸浮微粒,PM10,μg/m3,2020-08-01,16
5,土城,5,氮氧化物,NOx,ppb,2020-08-01,18.36
5,土城,6,一氧化氮,NO,ppb,2020-08-01,7.01
5,土城,7,二氧化氮,NO2,ppb,2020-08-01,11.35
5,土城,8,總碳氫化合物,THC,ppm,2020-08-01,1.766
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2020-08-01,.099
5,土城,10,風速,WIND_SPEED,m/sec,2020-08-01,1.69
5,土城,14,溫度,AMB_TEMP,℃,2020-08-01,31.37
5,土城,31,甲烷,CH4,ppm,2020-08-01,1.667
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,6
5,土城,38,相對濕度,RH,percent,2020-08-01,62.56
5,土城,143,小時風速值,WS_HR,m/sec,2020-08-01,1.28
6,板橋,1,二氧化硫,SO2,ppb,2020-08-01,2
6,板橋,2,一氧化碳,CO,ppm,2020-08-01,.21
6,板橋,3,臭氧,O3,ppb,2020-08-01,14
6,板橋,4,懸浮微粒,PM10,μg/m3,2020-08-01,13
6,板橋,5,氮氧化物,NOx,ppb,2020-08-01,13.52
6,板橋,6,一氧化氮,NO,ppb,2020-08-01,4.86
6,板橋,7,二氧化氮,NO2,ppb,2020-08-01,8.66
6,板橋,8,總碳氫化合物,THC,ppm,2020-08-01,1.972
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2020-08-01,.104
6,板橋,10,風速,WIND_SPEED,m/sec,2020-08-01,2.05
6,板橋,14,溫度,AMB_TEMP,℃,2020-08-01,32.26
6,板橋,21,酸雨,PH_RAIN,pH,2020-08-01,0
6,板橋,22,導電度,RAIN_COND,μmho/cm,2020-08-01,0
6,板橋,31,甲烷,CH4,ppm,2020-08-01,1.868
6,板橋,32,降雨強度,RAIN_INT,㎜,2020-08-01,0
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,5
6,板橋,38,相對濕度,RH,percent,2020-08-01,56.55
6,板橋,143,小時風速值,WS_HR,m/sec,2020-08-01,1.46
7,新莊,1,二氧化硫,SO2,ppb,2020-08-01,1.4
7,新莊,2,一氧化碳,CO,ppm,2020-08-01,.21
7,新莊,3,臭氧,O3,ppb,2020-08-01,15.8
7,新莊,4,懸浮微粒,PM10,μg/m3,2020-08-01,16
7,新莊,5,氮氧化物,NOx,ppb,2020-08-01,9.72
7,新莊,6,一氧化氮,NO,ppb,2020-08-01,2.9
7,新莊,7,二氧化氮,NO2,ppb,2020-08-01,6.82
7,新莊,10,風速,WIND_SPEED,m/sec,2020-08-01,2.84
7,新莊,14,溫度,AMB_TEMP,℃,2020-08-01,32.35
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,5
7,新莊,38,相對濕度,RH,percent,2020-08-01,54.73
7,新莊,143,小時風速值,WS_HR,m/sec,2020-08-01,2.51
8,菜寮,1,二氧化硫,SO2,ppb,2020-08-01,1.2
8,菜寮,2,一氧化碳,CO,ppm,2020-08-01,.25
8,菜寮,3,臭氧,O3,ppb,2020-08-01,12.9
8,菜寮,4,懸浮微粒,PM10,μg/m3,2020-08-01,12
8,菜寮,5,氮氧化物,NOx,ppb,2020-08-01,10.23
8,菜寮,6,一氧化氮,NO,ppb,2020-08-01,3.34
8,菜寮,7,二氧化氮,NO2,ppb,2020-08-01,6.89
8,菜寮,10,風速,WIND_SPEED,m/sec,2020-08-01,3.39
8,菜寮,14,溫度,AMB_TEMP,℃,2020-08-01,32.87
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,4
8,菜寮,38,相對濕度,RH,percent,2020-08-01,58.05
8,菜寮,143,小時風速值,WS_HR,m/sec,2020-08-01,3.15
9,林口,1,二氧化硫,SO2,ppb,2020-08-01,1.2
9,林口,2,一氧化碳,CO,ppm,2020-08-01,.16
9,林口,3,臭氧,O3,ppb,2020-08-01,20.2
9,林口,4,懸浮微粒,PM10,μg/m3,2020-08-01,16
9,林口,5,氮氧化物,NOx,ppb,2020-08-01,10.22
9,林口,6,一氧化氮,NO,ppb,2020-08-01,2.82
9,林口,7,二氧化氮,NO2,ppb,2020-08-01,7.4
9,林口,10,風速,WIND_SPEED,m/sec,2020-08-01,2.73
9,林口,14,溫度,AMB_TEMP,℃,2020-08-01,30.54
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2020-08-01,8
9,林口,38,相對濕度,RH,percent,2020-08-01,62.35
