SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
1,基隆,1,二氧化硫,SO2,ppb,2019-06-19,3.4
1,基隆,2,一氧化碳,CO,ppm,2019-06-19,.29
1,基隆,3,臭氧,O3,ppb,2019-06-19,23.6
1,基隆,4,懸浮微粒,PM10,μg/m3,2019-06-19,29
1,基隆,5,氮氧化物,NOx,ppb,2019-06-19,19.83
1,基隆,6,一氧化氮,NO,ppb,2019-06-19,4.44
1,基隆,7,二氧化氮,NO2,ppb,2019-06-19,15.39
1,基隆,8,總碳氫化合物,THC,ppm,2019-06-19,1.885
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2019-06-19,.12
1,基隆,10,風速,WIND_SPEED,m/sec,2019-06-19,1.44
1,基隆,14,溫度,AMB_TEMP,℃,2019-06-19,30.48
1,基隆,31,甲烷,CH4,ppm,2019-06-19,1.766
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2019-06-19,13
1,基隆,38,相對濕度,RH,percent,2019-06-19,74.65
1,基隆,143,小時風速值,WS_HR,m/sec,2019-06-19,.9
2,汐止,1,二氧化硫,SO2,ppb,2019-06-19,2.4
2,汐止,2,一氧化碳,CO,ppm,2019-06-19,.38
2,汐止,3,臭氧,O3,ppb,2019-06-19,28.6
2,汐止,4,懸浮微粒,PM10,μg/m3,2019-06-19,31
2,汐止,5,氮氧化物,NOx,ppb,2019-06-19,21.01
2,汐止,6,一氧化氮,NO,ppb,2019-06-19,4.77
2,汐止,7,二氧化氮,NO2,ppb,2019-06-19,16.23
2,汐止,10,風速,WIND_SPEED,m/sec,2019-06-19,1.8
2,汐止,14,溫度,AMB_TEMP,℃,2019-06-19,31.67
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2019-06-19,14
2,汐止,38,相對濕度,RH,percent,2019-06-19,68.73
2,汐止,143,小時風速值,WS_HR,m/sec,2019-06-19,1.4
3,萬里,1,二氧化硫,SO2,ppb,2019-06-19,2.8
3,萬里,2,一氧化碳,CO,ppm,2019-06-19,.18
3,萬里,3,臭氧,O3,ppb,2019-06-19,33.4
3,萬里,4,懸浮微粒,PM10,μg/m3,2019-06-19,27
3,萬里,5,氮氧化物,NOx,ppb,2019-06-19,8.49
3,萬里,6,一氧化氮,NO,ppb,2019-06-19,1.73
3,萬里,7,二氧化氮,NO2,ppb,2019-06-19,6.76
3,萬里,10,風速,WIND_SPEED,m/sec,2019-06-19,2.27
3,萬里,14,溫度,AMB_TEMP,℃,2019-06-19,30.64
3,萬里,21,酸雨,PH_RAIN,pH,2019-06-19,0
3,萬里,22,導電度,RAIN_COND,μmho/cm,2019-06-19,0
3,萬里,32,降雨強度,RAIN_INT,㎜,2019-06-19,0
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2019-06-19,9
3,萬里,38,相對濕度,RH,percent,2019-06-19,72.82
3,萬里,143,小時風速值,WS_HR,m/sec,2019-06-19,1.89
4,新店,1,二氧化硫,SO2,ppb,2019-06-19,1.6
4,新店,2,一氧化碳,CO,ppm,2019-06-19,.28
4,新店,3,臭氧,O3,ppb,2019-06-19,28.4
4,新店,4,懸浮微粒,PM10,μg/m3,2019-06-19,24
4,新店,5,氮氧化物,NOx,ppb,2019-06-19,9.39
4,新店,6,一氧化氮,NO,ppb,2019-06-19,2.16
4,新店,7,二氧化氮,NO2,ppb,2019-06-19,7.23
4,新店,10,風速,WIND_SPEED,m/sec,2019-06-19,2.1
4,新店,14,溫度,AMB_TEMP,℃,2019-06-19,30.57
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2019-06-19,14
4,新店,38,相對濕度,RH,percent,2019-06-19,69.33
4,新店,143,小時風速值,WS_HR,m/sec,2019-06-19,1.83
5,土城,1,二氧化硫,SO2,ppb,2019-06-19,2.3
5,土城,2,一氧化碳,CO,ppm,2019-06-19,.4
5,土城,3,臭氧,O3,ppb,2019-06-19,25.5
5,土城,4,懸浮微粒,PM10,μg/m3,2019-06-19,31
5,土城,5,氮氧化物,NOx,ppb,2019-06-19,23.9
5,土城,6,一氧化氮,NO,ppb,2019-06-19,8.13
5,土城,7,二氧化氮,NO2,ppb,2019-06-19,15.77
