SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
1,基隆,6,一氧化氮,NO,ppb,2020-04-01,1.49
1,基隆,1,二氧化硫,SO2,ppb,2020-04-01,.8
1,基隆,2,一氧化碳,CO,ppm,2020-04-01,.27
1,基隆,3,臭氧,O3,ppb,2020-04-01,41.8
1,基隆,4,懸浮微粒,PM10,μg/m3,2020-04-01,19
1,基隆,5,氮氧化物,NOx,ppb,2020-04-01,9.33
1,基隆,7,二氧化氮,NO2,ppb,2020-04-01,7.91
1,基隆,8,總碳氫化合物,THC,ppm,2020-04-01,1.817
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2020-04-01,.057
1,基隆,10,風速,WIND_SPEED,m/sec,2020-04-01,1.35
1,基隆,14,溫度,AMB_TEMP,℃,2020-04-01,18.13
1,基隆,31,甲烷,CH4,ppm,2020-04-01,1.76
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
1,基隆,38,相對濕度,RH,percent,2020-04-01,83.77
1,基隆,143,小時風速值,WS_HR,m/sec,2020-04-01,.87
2,汐止,1,二氧化硫,SO2,ppb,2020-04-01,.4
2,汐止,2,一氧化碳,CO,ppm,2020-04-01,.3
2,汐止,3,臭氧,O3,ppb,2020-04-01,36.3
2,汐止,4,懸浮微粒,PM10,μg/m3,2020-04-01,16
2,汐止,5,氮氧化物,NOx,ppb,2020-04-01,16.14
2,汐止,6,一氧化氮,NO,ppb,2020-04-01,1.87
2,汐止,7,二氧化氮,NO2,ppb,2020-04-01,14.28
2,汐止,10,風速,WIND_SPEED,m/sec,2020-04-01,2.08
2,汐止,14,溫度,AMB_TEMP,℃,2020-04-01,18.03
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,7
2,汐止,38,相對濕度,RH,percent,2020-04-01,84.43
2,汐止,143,小時風速值,WS_HR,m/sec,2020-04-01,1.83
3,萬里,1,二氧化硫,SO2,ppb,2020-04-01,.3
3,萬里,2,一氧化碳,CO,ppm,2020-04-01,.18
3,萬里,3,臭氧,O3,ppb,2020-04-01,50.1
3,萬里,4,懸浮微粒,PM10,μg/m3,2020-04-01,38
3,萬里,5,氮氧化物,NOx,ppb,2020-04-01,4.03
3,萬里,6,一氧化氮,NO,ppb,2020-04-01,.77
3,萬里,7,二氧化氮,NO2,ppb,2020-04-01,3.25
3,萬里,10,風速,WIND_SPEED,m/sec,2020-04-01,4.86
3,萬里,14,溫度,AMB_TEMP,℃,2020-04-01,17.44
3,萬里,21,酸雨,PH_RAIN,pH,2020-04-01,5.05
3,萬里,22,導電度,RAIN_COND,μmho/cm,2020-04-01,36.93
3,萬里,32,降雨強度,RAIN_INT,㎜,2020-04-01,1.92
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
3,萬里,38,相對濕度,RH,percent,2020-04-01,77.17
3,萬里,143,小時風速值,WS_HR,m/sec,2020-04-01,4.32
4,新店,1,二氧化硫,SO2,ppb,2020-04-01,.9
4,新店,2,一氧化碳,CO,ppm,2020-04-01,.33
4,新店,3,臭氧,O3,ppb,2020-04-01,39
4,新店,4,懸浮微粒,PM10,μg/m3,2020-04-01,13
4,新店,5,氮氧化物,NOx,ppb,2020-04-01,12.86
4,新店,6,一氧化氮,NO,ppb,2020-04-01,2.44
4,新店,7,二氧化氮,NO2,ppb,2020-04-01,10.41
4,新店,10,風速,WIND_SPEED,m/sec,2020-04-01,2.01
4,新店,14,溫度,AMB_TEMP,℃,2020-04-01,17.95
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
4,新店,38,相對濕度,RH,percent,2020-04-01,82.19
4,新店,143,小時風速值,WS_HR,m/sec,2020-04-01,1.55
5,土城,1,二氧化硫,SO2,ppb,2020-04-01,1.3
5,土城,2,一氧化碳,CO,ppm,2020-04-01,.31
5,土城,3,臭氧,O3,ppb,2020-04-01,36.1
5,土城,4,懸浮微粒,PM10,μg/m3,2020-04-01,x
5,土城,5,氮氧化物,NOx,ppb,2020-04-01,13.88
5,土城,6,一氧化氮,NO,ppb,2020-04-01,1.2
5,土城,7,二氧化氮,NO2,ppb,2020-04-01,12.67
5,土城,8,總碳氫化合物,THC,ppm,2020-04-01,1.913
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2020-04-01,.102
5,土城,10,風速,WIND_SPEED,m/sec,2020-04-01,1.53
5,土城,14,溫度,AMB_TEMP,℃,2020-04-01,17.63
5,土城,31,甲烷,CH4,ppm,2020-04-01,1.811
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,7
5,土城,38,相對濕度,RH,percent,2020-04-01,84.7
5,土城,143,小時風速值,WS_HR,m/sec,2020-04-01,.86
6,板橋,1,二氧化硫,SO2,ppb,2020-04-01,.9
6,板橋,2,一氧化碳,CO,ppm,2020-04-01,.38
6,板橋,3,臭氧,O3,ppb,2020-04-01,29.6
6,板橋,4,懸浮微粒,PM10,μg/m3,2020-04-01,14
6,板橋,5,氮氧化物,NOx,ppb,2020-04-01,19.67
6,板橋,6,一氧化氮,NO,ppb,2020-04-01,1.93
6,板橋,7,二氧化氮,NO2,ppb,2020-04-01,17.74
6,板橋,8,總碳氫化合物,THC,ppm,2020-04-01,2.068
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2020-04-01,.128
6,板橋,10,風速,WIND_SPEED,m/sec,2020-04-01,2.15
6,板橋,14,溫度,AMB_TEMP,℃,2020-04-01,17.65
6,板橋,21,酸雨,PH_RAIN,pH,2020-04-01,5.37
6,板橋,22,導電度,RAIN_COND,μmho/cm,2020-04-01,25.18
6,板橋,31,甲烷,CH4,ppm,2020-04-01,1.94
6,板橋,32,降雨強度,RAIN_INT,㎜,2020-04-01,1.17
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
6,板橋,38,相對濕度,RH,percent,2020-04-01,80.21
6,板橋,143,小時風速值,WS_HR,m/sec,2020-04-01,1.81
7,新莊,1,二氧化硫,SO2,ppb,2020-04-01,.9
7,新莊,2,一氧化碳,CO,ppm,2020-04-01,.34
7,新莊,3,臭氧,O3,ppb,2020-04-01,38.5
7,新莊,4,懸浮微粒,PM10,μg/m3,2020-04-01,17
7,新莊,5,氮氧化物,NOx,ppb,2020-04-01,14.14
7,新莊,6,一氧化氮,NO,ppb,2020-04-01,2.58
7,新莊,7,二氧化氮,NO2,ppb,2020-04-01,11.55
7,新莊,10,風速,WIND_SPEED,m/sec,2020-04-01,3.25
7,新莊,14,溫度,AMB_TEMP,℃,2020-04-01,17.92
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
7,新莊,38,相對濕度,RH,percent,2020-04-01,78.88
7,新莊,143,小時風速值,WS_HR,m/sec,2020-04-01,2.87
8,菜寮,1,二氧化硫,SO2,ppb,2020-04-01,.8
8,菜寮,2,一氧化碳,CO,ppm,2020-04-01,.37
8,菜寮,3,臭氧,O3,ppb,2020-04-01,28.5
8,菜寮,4,懸浮微粒,PM10,μg/m3,2020-04-01,14
8,菜寮,5,氮氧化物,NOx,ppb,2020-04-01,16.85
8,菜寮,6,一氧化氮,NO,ppb,2020-04-01,1.9
8,菜寮,7,二氧化氮,NO2,ppb,2020-04-01,14.94
8,菜寮,10,風速,WIND_SPEED,m/sec,2020-04-01,2.65
8,菜寮,14,溫度,AMB_TEMP,℃,2020-04-01,18.16
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
8,菜寮,38,相對濕度,RH,percent,2020-04-01,80.45
8,菜寮,143,小時風速值,WS_HR,m/sec,2020-04-01,2.2
9,林口,1,二氧化硫,SO2,ppb,2020-04-01,1.8
9,林口,2,一氧化碳,CO,ppm,2020-04-01,.22
9,林口,3,臭氧,O3,ppb,2020-04-01,40.8
9,林口,4,懸浮微粒,PM10,μg/m3,2020-04-01,15
9,林口,5,氮氧化物,NOx,ppb,2020-04-01,10.52
9,林口,6,一氧化氮,NO,ppb,2020-04-01,2.13
9,林口,7,二氧化氮,NO2,ppb,2020-04-01,8.37
9,林口,10,風速,WIND_SPEED,m/sec,2020-04-01,3.29
9,林口,14,溫度,AMB_TEMP,℃,2020-04-01,16.27
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
9,林口,38,相對濕度,RH,percent,2020-04-01,87.75
9,林口,143,小時風速值,WS_HR,m/sec,2020-04-01,3.13
10,淡水,1,二氧化硫,SO2,ppb,2020-04-01,1.4
10,淡水,2,一氧化碳,CO,ppm,2020-04-01,.24
10,淡水,3,臭氧,O3,ppb,2020-04-01,42.2
10,淡水,4,懸浮微粒,PM10,μg/m3,2020-04-01,12
10,淡水,5,氮氧化物,NOx,ppb,2020-04-01,4.47
10,淡水,6,一氧化氮,NO,ppb,2020-04-01,.44
10,淡水,7,二氧化氮,NO2,ppb,2020-04-01,4.09
10,淡水,10,風速,WIND_SPEED,m/sec,2020-04-01,1.98
10,淡水,14,溫度,AMB_TEMP,℃,2020-04-01,17.22
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,6
10,淡水,38,相對濕度,RH,percent,2020-04-01,86.36
11,士林,1,二氧化硫,SO2,ppb,2020-04-01,.5
11,士林,2,一氧化碳,CO,ppm,2020-04-01,.3
11,士林,3,臭氧,O3,ppb,2020-04-01,40.4
11,士林,4,懸浮微粒,PM10,μg/m3,2020-04-01,13
11,士林,5,氮氧化物,NOx,ppb,2020-04-01,12.72
11,士林,6,一氧化氮,NO,ppb,2020-04-01,1.61
11,士林,7,二氧化氮,NO2,ppb,2020-04-01,11.19
11,士林,10,風速,WIND_SPEED,m/sec,2020-04-01,2.41
11,士林,14,溫度,AMB_TEMP,℃,2020-04-01,19.05
11,士林,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,6
11,士林,38,相對濕度,RH,percent,2020-04-01,78.51
11,士林,143,小時風速值,WS_HR,m/sec,2020-04-01,2.08
12,中山,1,二氧化硫,SO2,ppb,2020-04-01,2.3
12,中山,2,一氧化碳,CO,ppm,2020-04-01,.55
12,中山,3,臭氧,O3,ppb,2020-04-01,28.7
12,中山,4,懸浮微粒,PM10,μg/m3,2020-04-01,15
12,中山,5,氮氧化物,NOx,ppb,2020-04-01,27.56
12,中山,6,一氧化氮,NO,ppb,2020-04-01,5.97
12,中山,7,二氧化氮,NO2,ppb,2020-04-01,21.6
12,中山,8,總碳氫化合物,THC,ppm,2020-04-01,1.984
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,2020-04-01,.128
12,中山,10,風速,WIND_SPEED,m/sec,2020-04-01,1.77
12,中山,14,溫度,AMB_TEMP,℃,2020-04-01,18.28
12,中山,31,甲烷,CH4,ppm,2020-04-01,1.856
12,中山,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
12,中山,38,相對濕度,RH,percent,2020-04-01,82.23
12,中山,143,小時風速值,WS_HR,m/sec,2020-04-01,1.25
13,萬華,1,二氧化硫,SO2,ppb,2020-04-01,.4
13,萬華,2,一氧化碳,CO,ppm,2020-04-01,.41
13,萬華,3,臭氧,O3,ppb,2020-04-01,28.3
13,萬華,4,懸浮微粒,PM10,μg/m3,2020-04-01,16
13,萬華,5,氮氧化物,NOx,ppb,2020-04-01,23.47
13,萬華,6,一氧化氮,NO,ppb,2020-04-01,4.84
13,萬華,7,二氧化氮,NO2,ppb,2020-04-01,18.64
13,萬華,10,風速,WIND_SPEED,m/sec,2020-04-01,2.05
13,萬華,14,溫度,AMB_TEMP,℃,2020-04-01,18.61
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,9
13,萬華,38,相對濕度,RH,percent,2020-04-01,80.37
13,萬華,143,小時風速值,WS_HR,m/sec,2020-04-01,1.63
14,古亭,1,二氧化硫,SO2,ppb,2020-04-01,.2
14,古亭,2,一氧化碳,CO,ppm,2020-04-01,.31
14,古亭,3,臭氧,O3,ppb,2020-04-01,36.4
14,古亭,4,懸浮微粒,PM10,μg/m3,2020-04-01,16
14,古亭,5,氮氧化物,NOx,ppb,2020-04-01,15.47
14,古亭,6,一氧化氮,NO,ppb,2020-04-01,1.75
14,古亭,7,二氧化氮,NO2,ppb,2020-04-01,13.7
14,古亭,8,總碳氫化合物,THC,ppm,2020-04-01,1.972
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,2020-04-01,.095
14,古亭,10,風速,WIND_SPEED,m/sec,2020-04-01,1.63
14,古亭,14,溫度,AMB_TEMP,℃,2020-04-01,17.63
14,古亭,31,甲烷,CH4,ppm,2020-04-01,1.877
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,8
14,古亭,38,相對濕度,RH,percent,2020-04-01,83.56
14,古亭,143,小時風速值,WS_HR,m/sec,2020-04-01,1.09
15,松山,1,二氧化硫,SO2,ppb,2020-04-01,2.1
15,松山,2,一氧化碳,CO,ppm,2020-04-01,.31
15,松山,3,臭氧,O3,ppb,2020-04-01,32.6
15,松山,4,懸浮微粒,PM10,μg/m3,2020-04-01,18
15,松山,5,氮氧化物,NOx,ppb,2020-04-01,19.12
15,松山,6,一氧化氮,NO,ppb,2020-04-01,3.17
15,松山,7,二氧化氮,NO2,ppb,2020-04-01,15.95
15,松山,8,總碳氫化合物,THC,ppm,2020-04-01,1.846
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,2020-04-01,.083
15,松山,10,風速,WIND_SPEED,m/sec,2020-04-01,2.08
15,松山,14,溫度,AMB_TEMP,℃,2020-04-01,17.9
15,松山,31,甲烷,CH4,ppm,2020-04-01,1.763
15,松山,33,細懸浮微粒,PM2.5,μg/m3,2020-04-01,10
15,松山,36,二氧化碳,CO2,ppm,2020-04-01,430.58
15,松山,38,相對濕度,RH,percent,2020-04-01,79.52
15,松山,143,小時風速值,WS_HR,m/sec,2020-04-01,1.6
16,大同,1,二氧化硫,SO2,ppb,2020-04-01,2.4
16,大同,2,一氧化碳,CO,ppm,2020-04-01,.92
16,大同,4,懸浮微粒,PM10,μg/m3,2020-04-01,20
16,大同,5,氮氧化物,NOx,ppb,2020-04-01,57.29
16,大同,6,一氧化氮,NO,ppb,2020-04-01,29.5
