SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
1,基隆,1,二氧化硫,SO2,ppb,2019-05-27,2.2
1,基隆,2,一氧化碳,CO,ppm,2019-05-27,.32
1,基隆,3,臭氧,O3,ppb,2019-05-27,23
1,基隆,4,懸浮微粒,PM10,μg/m3,2019-05-27,30
1,基隆,5,氮氧化物,NOx,ppb,2019-05-27,16.71
1,基隆,6,一氧化氮,NO,ppb,2019-05-27,3.7
1,基隆,7,二氧化氮,NO2,ppb,2019-05-27,13.01
1,基隆,8,總碳氫化合物,THC,ppm,2019-05-27,x
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2019-05-27,x
1,基隆,10,風速,WIND_SPEED,m/sec,2019-05-27,1.1
1,基隆,14,溫度,AMB_TEMP,℃,2019-05-27,26.99
1,基隆,31,甲烷,CH4,ppm,2019-05-27,x
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2019-05-27,17
1,基隆,38,相對濕度,RH,percent,2019-05-27,80.41
1,基隆,143,小時風速值,WS_HR,m/sec,2019-05-27,.92
2,汐止,1,二氧化硫,SO2,ppb,2019-05-27,2.5
2,汐止,2,一氧化碳,CO,ppm,2019-05-27,.46
2,汐止,3,臭氧,O3,ppb,2019-05-27,23.9
2,汐止,4,懸浮微粒,PM10,μg/m3,2019-05-27,33
2,汐止,5,氮氧化物,NOx,ppb,2019-05-27,24.05
2,汐止,6,一氧化氮,NO,ppb,2019-05-27,6.21
2,汐止,7,二氧化氮,NO2,ppb,2019-05-27,17.83
2,汐止,10,風速,WIND_SPEED,m/sec,2019-05-27,1.01
2,汐止,14,溫度,AMB_TEMP,℃,2019-05-27,27.3
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2019-05-27,16
2,汐止,38,相對濕度,RH,percent,2019-05-27,79.33
2,汐止,143,小時風速值,WS_HR,m/sec,2019-05-27,.73
3,萬里,1,二氧化硫,SO2,ppb,2019-05-27,3
3,萬里,2,一氧化碳,CO,ppm,2019-05-27,.26
3,萬里,3,臭氧,O3,ppb,2019-05-27,32.9
3,萬里,4,懸浮微粒,PM10,μg/m3,2019-05-27,34
3,萬里,5,氮氧化物,NOx,ppb,2019-05-27,6.63
3,萬里,6,一氧化氮,NO,ppb,2019-05-27,1.45
3,萬里,7,二氧化氮,NO2,ppb,2019-05-27,5.17
3,萬里,10,風速,WIND_SPEED,m/sec,2019-05-27,2.53
3,萬里,14,溫度,AMB_TEMP,℃,2019-05-27,26.97
3,萬里,21,酸雨,PH_RAIN,pH,2019-05-27,4.34
3,萬里,22,導電度,RAIN_COND,μmho/cm,2019-05-27,35.95
3,萬里,32,降雨強度,RAIN_INT,㎜,2019-05-27,6.5
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2019-05-27,11
3,萬里,38,相對濕度,RH,percent,2019-05-27,81.2
3,萬里,143,小時風速值,WS_HR,m/sec,2019-05-27,2.28
4,新店,1,二氧化硫,SO2,ppb,2019-05-27,1.9
4,新店,2,一氧化碳,CO,ppm,2019-05-27,.43
4,新店,3,臭氧,O3,ppb,2019-05-27,27.1
4,新店,4,懸浮微粒,PM10,μg/m3,2019-05-27,24
4,新店,5,氮氧化物,NOx,ppb,2019-05-27,15.6
4,新店,6,一氧化氮,NO,ppb,2019-05-27,3.28
4,新店,7,二氧化氮,NO2,ppb,2019-05-27,12.32
4,新店,10,風速,WIND_SPEED,m/sec,2019-05-27,1.59
4,新店,14,溫度,AMB_TEMP,℃,2019-05-27,27.01
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2019-05-27,12
4,新店,38,相對濕度,RH,percent,2019-05-27,74.24
4,新店,143,小時風速值,WS_HR,m/sec,2019-05-27,1.32
5,土城,1,二氧化硫,SO2,ppb,2019-05-27,2.4
5,土城,2,一氧化碳,CO,ppm,2019-05-27,.51
5,土城,3,臭氧,O3,ppb,2019-05-27,21.2
5,土城,4,懸浮微粒,PM10,μg/m3,2019-05-27,34
5,土城,5,氮氧化物,NOx,ppb,2019-05-27,26.78
5,土城,6,一氧化氮,NO,ppb,2019-05-27,6.49
5,土城,7,二氧化氮,NO2,ppb,2019-05-27,20.29
5,土城,8,總碳氫化合物,THC,ppm,2019-05-27,2.053
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2019-05-27,.2
5,土城,10,風速,WIND_SPEED,m/sec,2019-05-27,1.22
5,土城,14,溫度,AMB_TEMP,℃,2019-05-27,27.38
5,土城,31,甲烷,CH4,ppm,2019-05-27,1.853
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2019-05-27,16
5,土城,38,相對濕度,RH,percent,2019-05-27,74.99
5,土城,143,小時風速值,WS_HR,m/sec,2019-05-27,.72
6,板橋,1,二氧化硫,SO2,ppb,2019-05-27,2.9
6,板橋,2,一氧化碳,CO,ppm,2019-05-27,.61
6,板橋,3,臭氧,O3,ppb,2019-05-27,20.7
6,板橋,4,懸浮微粒,PM10,μg/m3,2019-05-27,30
6,板橋,5,氮氧化物,NOx,ppb,2019-05-27,27.44
6,板橋,6,一氧化氮,NO,ppb,2019-05-27,4.16
6,板橋,7,二氧化氮,NO2,ppb,2019-05-27,23.28
6,板橋,8,總碳氫化合物,THC,ppm,2019-05-27,2.188
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2019-05-27,.25
6,板橋,10,風速,WIND_SPEED,m/sec,2019-05-27,1.52
