SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
1,基隆,1,二氧化硫,SO2,ppb,2020-10-09,1.6
1,基隆,2,一氧化碳,CO,ppm,2020-10-09,0.15
1,基隆,3,臭氧,O3,ppb,2020-10-09,46.6
1,基隆,4,懸浮微粒,PM10,μg/m3,2020-10-09,38
1,基隆,5,氮氧化物,NOx,ppb,2020-10-09,2.6
1,基隆,6,一氧化氮,NO,ppb,2020-10-09,0.9
1,基隆,7,二氧化氮,NO2,ppb,2020-10-09,1.7
1,基隆,8,總碳氫化物,THC,ppm,2020-10-09,1.8
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2020-10-09,0.01
1,基隆,10,風速,WIND_SPEED,m/sec,2020-10-09,1.8
1,基隆,14,溫度,AMB_TEMP,℃,2020-10-09,25.2
1,基隆,31,甲烷,CH4,ppm,2020-10-09,1.8
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2020-10-09,13
1,基隆,38,相對濕度,RH,%,2020-10-09,73
1,基隆,143,小時風速值,WS_HR,m/sec,2020-10-09,1.1
2,汐止,1,二氧化硫,SO2,ppb,2020-10-09,1.8
2,汐止,2,一氧化碳,CO,ppm,2020-10-09,0.3
2,汐止,3,臭氧,O3,ppb,2020-10-09,30.9
2,汐止,4,懸浮微粒,PM10,μg/m3,2020-10-09,31
2,汐止,5,氮氧化物,NOx,ppb,2020-10-09,17.7
2,汐止,6,一氧化氮,NO,ppb,2020-10-09,5.6
2,汐止,7,二氧化氮,NO2,ppb,2020-10-09,12.1
2,汐止,10,風速,WIND_SPEED,m/sec,2020-10-09,1.4
2,汐止,14,溫度,AMB_TEMP,℃,2020-10-09,23.3
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2020-10-09,11
2,汐止,38,相對濕度,RH,%,2020-10-09,84
2,汐止,143,小時風速值,WS_HR,m/sec,2020-10-09,1.1
3,萬里,1,二氧化硫,SO2,ppb,2020-10-09,1.1
3,萬里,2,一氧化碳,CO,ppm,2020-10-09,0.16
3,萬里,3,臭氧,O3,ppb,2020-10-09,51
3,萬里,4,懸浮微粒,PM10,μg/m3,2020-10-09,110
3,萬里,5,氮氧化物,NOx,ppb,2020-10-09,2
3,萬里,6,一氧化氮,NO,ppb,2020-10-09,0.2
3,萬里,7,二氧化氮,NO2,ppb,2020-10-09,2
3,萬里,10,風速,WIND_SPEED,m/sec,2020-10-09,8.5
3,萬里,14,溫度,AMB_TEMP,℃,2020-10-09,24.9
3,萬里,22,導電度,RAIN_COND,μmho/cm,2020-10-09,0
3,萬里,32,降雨強度,RAIN_INT,㎜,2020-10-09,0
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2020-10-09,23
3,萬里,38,相對濕度,RH,%,2020-10-09,68
3,萬里,143,小時風速值,WS_HR,m/sec,2020-10-09,8.2
4,新店,1,二氧化硫,SO2,ppb,2020-10-09,1.4
4,新店,2,一氧化碳,CO,ppm,2020-10-09,0.3
4,新店,3,臭氧,O3,ppb,2020-10-09,28.6
4,新店,4,懸浮微粒,PM10,μg/m3,2020-10-09,17
4,新店,5,氮氧化物,NOx,ppb,2020-10-09,12.1
4,新店,6,一氧化氮,NO,ppb,2020-10-09,2.2
4,新店,7,二氧化氮,NO2,ppb,2020-10-09,9.9
4,新店,10,風速,WIND_SPEED,m/sec,2020-10-09,1.8
4,新店,14,溫度,AMB_TEMP,℃,2020-10-09,22.6
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2020-10-09,8
4,新店,38,相對濕度,RH,%,2020-10-09,83
4,新店,143,小時風速值,WS_HR,m/sec,2020-10-09,1.6
5,土城,1,二氧化硫,SO2,ppb,2020-10-09,1.6
5,土城,2,一氧化碳,CO,ppm,2020-10-09,0.29
5,土城,3,臭氧,O3,ppb,2020-10-09,30.2
5,土城,4,懸浮微粒,PM10,μg/m3,2020-10-09,24
5,土城,5,氮氧化物,NOx,ppb,2020-10-09,17
5,土城,6,一氧化氮,NO,ppb,2020-10-09,1.8
5,土城,7,二氧化氮,NO2,ppb,2020-10-09,15.3
