SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
1,基隆,1,二氧化硫,SO2,ppb,2020-10-06,1.7
1,基隆,2,一氧化碳,CO,ppm,2020-10-06,0.19
1,基隆,3,臭氧,O3,ppb,2020-10-06,46.2
1,基隆,4,懸浮微粒,PM10,μg/m3,2020-10-06,32
1,基隆,5,氮氧化物,NOx,ppb,2020-10-06,2.3
1,基隆,6,一氧化氮,NO,ppb,2020-10-06,0.7
1,基隆,7,二氧化氮,NO2,ppb,2020-10-06,1.6
1,基隆,8,總碳氫化物,THC,ppm,2020-10-06,1.86
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2020-10-06,0.01
1,基隆,10,風速,WIND_SPEED,m/sec,2020-10-06,2
1,基隆,14,溫度,AMB_TEMP,℃,2020-10-06,24.6
1,基隆,31,甲烷,CH4,ppm,2020-10-06,1.85
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2020-10-06,10
1,基隆,38,相對濕度,RH,%,2020-10-06,71
1,基隆,143,小時風速值,WS_HR,m/sec,2020-10-06,1.7
2,汐止,1,二氧化硫,SO2,ppb,2020-10-06,2.1
2,汐止,2,一氧化碳,CO,ppm,2020-10-06,0.29
2,汐止,3,臭氧,O3,ppb,2020-10-06,34.1
2,汐止,4,懸浮微粒,PM10,μg/m3,2020-10-06,30
2,汐止,5,氮氧化物,NOx,ppb,2020-10-06,13.3
2,汐止,6,一氧化氮,NO,ppb,2020-10-06,2.5
2,汐止,7,二氧化氮,NO2,ppb,2020-10-06,10.9
2,汐止,10,風速,WIND_SPEED,m/sec,2020-10-06,1.9
2,汐止,14,溫度,AMB_TEMP,℃,2020-10-06,23.1
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2020-10-06,10
2,汐止,38,相對濕度,RH,%,2020-10-06,79
2,汐止,143,小時風速值,WS_HR,m/sec,2020-10-06,1.5
3,萬里,1,二氧化硫,SO2,ppb,2020-10-06,1.8
3,萬里,2,一氧化碳,CO,ppm,2020-10-06,0.17
3,萬里,3,臭氧,O3,ppb,2020-10-06,50.2
3,萬里,4,懸浮微粒,PM10,μg/m3,2020-10-06,80
3,萬里,5,氮氧化物,NOx,ppb,2020-10-06,2.2
3,萬里,6,一氧化氮,NO,ppb,2020-10-06,0.9
3,萬里,7,二氧化氮,NO2,ppb,2020-10-06,1.3
3,萬里,10,風速,WIND_SPEED,m/sec,2020-10-06,6.9
3,萬里,14,溫度,AMB_TEMP,℃,2020-10-06,24.3
3,萬里,22,導電度,RAIN_COND,μmho/cm,2020-10-06,0
3,萬里,32,降雨強度,RAIN_INT,㎜,2020-10-06,0
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2020-10-06,14
3,萬里,38,相對濕度,RH,%,2020-10-06,68
3,萬里,143,小時風速值,WS_HR,m/sec,2020-10-06,6.4
4,新店,1,二氧化硫,SO2,ppb,2020-10-06,1.9
4,新店,2,一氧化碳,CO,ppm,2020-10-06,0.3
4,新店,3,臭氧,O3,ppb,2020-10-06,33.5
4,新店,4,懸浮微粒,PM10,μg/m3,2020-10-06,27
4,新店,5,氮氧化物,NOx,ppb,2020-10-06,12.5
4,新店,6,一氧化氮,NO,ppb,2020-10-06,2
4,新店,7,二氧化氮,NO2,ppb,2020-10-06,10.6
4,新店,10,風速,WIND_SPEED,m/sec,2020-10-06,1.9
4,新店,14,溫度,AMB_TEMP,℃,2020-10-06,23.7
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2020-10-06,10
4,新店,38,相對濕度,RH,%,2020-10-06,72
4,新店,143,小時風速值,WS_HR,m/sec,2020-10-06,1.3
5,土城,1,二氧化硫,SO2,ppb,2020-10-06,1.6
