SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
13,萬華,3,臭氧,O3,ppb,2020-01-26,29.6
51,大寮,3,臭氧,O3,ppb,2020-01-26,20.6
1,基隆,1,二氧化硫,SO2,ppb,2020-01-26,2.4
1,基隆,2,一氧化碳,CO,ppm,2020-01-26,0.21
1,基隆,3,臭氧,O3,ppb,2020-01-26,37.0
1,基隆,4,懸浮微粒,PM10,μg/m3,2020-01-26,9.0
1,基隆,5,氮氧化物,NOx,ppb,2020-01-26,6.56
1,基隆,6,一氧化氮,NO,ppb,2020-01-26,1.27
1,基隆,7,二氧化氮,NO2,ppb,2020-01-26,5.29
1,基隆,8,總碳氫化合物,THC,ppm,2020-01-26,1.7990000000000002
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2020-01-26,0.026000000000000002
1,基隆,10,風速,WIND_SPEED,m/sec,2020-01-26,1.2
1,基隆,14,溫度,AMB_TEMP,℃,2020-01-26,17.85
1,基隆,31,甲烷,CH4,ppm,2020-01-26,1.7730000000000001
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2020-01-26,4.0
1,基隆,38,相對濕度,RH,percent,2020-01-26,97.46
1,基隆,143,小時風速值,WS_HR,m/sec,2020-01-26,0.78
2,汐止,1,二氧化硫,SO2,ppb,2020-01-26,1.2
2,汐止,2,一氧化碳,CO,ppm,2020-01-26,0.32
2,汐止,3,臭氧,O3,ppb,2020-01-26,34.8
2,汐止,4,懸浮微粒,PM10,μg/m3,2020-01-26,6.0
2,汐止,5,氮氧化物,NOx,ppb,2020-01-26,10.25
2,汐止,6,一氧化氮,NO,ppb,2020-01-26,0.61
72,埔里,143,小時風速值,WS_HR,m/sec,2020-01-26,0.99
75,馬祖,1,二氧化硫,SO2,ppb,2020-01-26,1.3
75,馬祖,2,一氧化碳,CO,ppm,2020-01-26,0.27
75,馬祖,3,臭氧,O3,ppb,2020-01-26,34.2
75,馬祖,4,懸浮微粒,PM10,μg/m3,2020-01-26,5.0
75,馬祖,5,氮氧化物,NOx,ppb,2020-01-26,4.69
75,馬祖,6,一氧化氮,NO,ppb,2020-01-26,0.7
75,馬祖,7,二氧化氮,NO2,ppb,2020-01-26,4.01
75,馬祖,10,風速,WIND_SPEED,m/sec,2020-01-26,1.97
75,馬祖,14,溫度,AMB_TEMP,℃,2020-01-26,13.6
75,馬祖,21,酸雨,PH_RAIN,pH,2020-01-26,5.34
75,馬祖,22,導電度,RAIN_COND,μmho/cm,2020-01-26,16.22
2,汐止,7,二氧化氮,NO2,ppb,2020-01-26,9.7
2,汐止,10,風速,WIND_SPEED,m/sec,2020-01-26,1.44
2,汐止,14,溫度,AMB_TEMP,℃,2020-01-26,18.13
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2020-01-26,3.0
2,汐止,38,相對濕度,RH,percent,2020-01-26,93.36
2,汐止,143,小時風速值,WS_HR,m/sec,2020-01-26,1.19
3,萬里,1,二氧化硫,SO2,ppb,2020-01-26,1.6
3,萬里,2,一氧化碳,CO,ppm,2020-01-26,0.19
3,萬里,3,臭氧,O3,ppb,2020-01-26,42.1
3,萬里,4,懸浮微粒,PM10,μg/m3,2020-01-26,10.0
3,萬里,5,氮氧化物,NOx,ppb,2020-01-26,3.41
3,萬里,6,一氧化氮,NO,ppb,2020-01-26,0.69
3,萬里,7,二氧化氮,NO2,ppb,2020-01-26,2.7
3,萬里,10,風速,WIND_SPEED,m/sec,2020-01-26,3.43
3,萬里,14,溫度,AMB_TEMP,℃,2020-01-26,18.15
3,萬里,21,酸雨,PH_RAIN,pH,2020-01-26,4.96
3,萬里,22,導電度,RAIN_COND,μmho/cm,2020-01-26,24.7
3,萬里,32,降雨強度,RAIN_INT,㎜,2020-01-26,4.61
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2020-01-26,3.0
3,萬里,38,相對濕度,RH,percent,2020-01-26,88.83
3,萬里,143,小時風速值,WS_HR,m/sec,2020-01-26,3.06
4,新店,1,二氧化硫,SO2,ppb,2020-01-26,1.3
4,新店,2,一氧化碳,CO,ppm,2020-01-26,0.26
4,新店,3,臭氧,O3,ppb,2020-01-26,33.5
4,新店,4,懸浮微粒,PM10,μg/m3,2020-01-26,5.0
4,新店,5,氮氧化物,NOx,ppb,2020-01-26,8.52
4,新店,6,一氧化氮,NO,ppb,2020-01-26,0.93
4,新店,7,二氧化氮,NO2,ppb,2020-01-26,7.57
4,新店,10,風速,WIND_SPEED,m/sec,2020-01-26,1.36
4,新店,14,溫度,AMB_TEMP,℃,2020-01-26,17.92
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2020-01-26,2.0
4,新店,38,相對濕度,RH,percent,2020-01-26,88.0
4,新店,143,小時風速值,WS_HR,m/sec,2020-01-26,0.98
5,土城,1,二氧化硫,SO2,ppb,2020-01-26,1.3
5,土城,2,一氧化碳,CO,ppm,2020-01-26,0.29
5,土城,3,臭氧,O3,ppb,2020-01-26,34.2
5,土城,4,懸浮微粒,PM10,μg/m3,2020-01-26,6.0
5,土城,5,氮氧化物,NOx,ppb,2020-01-26,8.95
5,土城,6,一氧化氮,NO,ppb,2020-01-26,0.49
5,土城,7,二氧化氮,NO2,ppb,2020-01-26,8.44
5,土城,8,總碳氫化合物,THC,ppm,2020-01-26,1.885
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2020-01-26,0.06
5,土城,10,風速,WIND_SPEED,m/sec,2020-01-26,1.33
5,土城,14,溫度,AMB_TEMP,℃,2020-01-26,17.77
5,土城,31,甲烷,CH4,ppm,2020-01-26,1.825
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2020-01-26,2.0
5,土城,38,相對濕度,RH,percent,2020-01-26,91.23
5,土城,143,小時風速值,WS_HR,m/sec,2020-01-26,0.78
6,板橋,1,二氧化硫,SO2,ppb,2020-01-26,1.5
6,板橋,2,一氧化碳,CO,ppm,2020-01-26,0.3
6,板橋,3,臭氧,O3,ppb,2020-01-26,30.4
6,板橋,4,懸浮微粒,PM10,μg/m3,2020-01-26,5.0
6,板橋,5,氮氧化物,NOx,ppb,2020-01-26,11.56
6,板橋,6,一氧化氮,NO,ppb,2020-01-26,1.47
