SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
1,基隆,1,二氧化硫,SO2,ppb,2019-07-23,2.1
1,基隆,2,一氧化碳,CO,ppm,2019-07-23,.24
1,基隆,3,臭氧,O3,ppb,2019-07-23,20.6
1,基隆,4,懸浮微粒,PM10,μg/m3,2019-07-23,20
1,基隆,5,氮氧化物,NOx,ppb,2019-07-23,11.41
1,基隆,6,一氧化氮,NO,ppb,2019-07-23,3.14
1,基隆,7,二氧化氮,NO2,ppb,2019-07-23,8.28
1,基隆,8,總碳氫化合物,THC,ppm,2019-07-23,1.83
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2019-07-23,.097
1,基隆,10,風速,WIND_SPEED,m/sec,2019-07-23,1.24
1,基隆,14,溫度,AMB_TEMP,℃,2019-07-23,28.52
1,基隆,31,甲烷,CH4,ppm,2019-07-23,1.733
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,8
1,基隆,38,相對濕度,RH,percent,2019-07-23,77.44
1,基隆,143,小時風速值,WS_HR,m/sec,2019-07-23,.86
2,汐止,1,二氧化硫,SO2,ppb,2019-07-23,2.8
2,汐止,2,一氧化碳,CO,ppm,2019-07-23,.39
2,汐止,3,臭氧,O3,ppb,2019-07-23,23.6
2,汐止,4,懸浮微粒,PM10,μg/m3,2019-07-23,28
2,汐止,5,氮氧化物,NOx,ppb,2019-07-23,23.13
2,汐止,6,一氧化氮,NO,ppb,2019-07-23,7.79
2,汐止,7,二氧化氮,NO2,ppb,2019-07-23,15.33
2,汐止,10,風速,WIND_SPEED,m/sec,2019-07-23,1.44
2,汐止,14,溫度,AMB_TEMP,℃,2019-07-23,28.88
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,13
2,汐止,38,相對濕度,RH,percent,2019-07-23,79.28
2,汐止,143,小時風速值,WS_HR,m/sec,2019-07-23,1.17
3,萬里,1,二氧化硫,SO2,ppb,2019-07-23,2.9
3,萬里,2,一氧化碳,CO,ppm,2019-07-23,.17
3,萬里,3,臭氧,O3,ppb,2019-07-23,35.4
3,萬里,4,懸浮微粒,PM10,μg/m3,2019-07-23,20
3,萬里,5,氮氧化物,NOx,ppb,2019-07-23,4.97
3,萬里,6,一氧化氮,NO,ppb,2019-07-23,1.27
3,萬里,7,二氧化氮,NO2,ppb,2019-07-23,3.69
3,萬里,10,風速,WIND_SPEED,m/sec,2019-07-23,2.97
3,萬里,14,溫度,AMB_TEMP,℃,2019-07-23,27.91
3,萬里,21,酸雨,PH_RAIN,pH,2019-07-23,0
3,萬里,22,導電度,RAIN_COND,μmho/cm,2019-07-23,0
3,萬里,32,降雨強度,RAIN_INT,㎜,2019-07-23,0
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,12
3,萬里,38,相對濕度,RH,percent,2019-07-23,79.96
3,萬里,143,小時風速值,WS_HR,m/sec,2019-07-23,2.85
4,新店,1,二氧化硫,SO2,ppb,2019-07-23,2.2
4,新店,2,一氧化碳,CO,ppm,2019-07-23,.29
4,新店,3,臭氧,O3,ppb,2019-07-23,26.4
4,新店,4,懸浮微粒,PM10,μg/m3,2019-07-23,20
4,新店,5,氮氧化物,NOx,ppb,2019-07-23,13.93
4,新店,6,一氧化氮,NO,ppb,2019-07-23,2.49
4,新店,7,二氧化氮,NO2,ppb,2019-07-23,11.45
4,新店,10,風速,WIND_SPEED,m/sec,2019-07-23,1.79
4,新店,14,溫度,AMB_TEMP,℃,2019-07-23,28.11
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,11
4,新店,38,相對濕度,RH,percent,2019-07-23,74.77
4,新店,143,小時風速值,WS_HR,m/sec,2019-07-23,1.31
5,土城,1,二氧化硫,SO2,ppb,2019-07-23,2.7
5,土城,2,一氧化碳,CO,ppm,2019-07-23,.42
5,土城,3,臭氧,O3,ppb,2019-07-23,24.7
5,土城,4,懸浮微粒,PM10,μg/m3,2019-07-23,29
5,土城,5,氮氧化物,NOx,ppb,2019-07-23,23.79
5,土城,6,一氧化氮,NO,ppb,2019-07-23,5.64
5,土城,7,二氧化氮,NO2,ppb,2019-07-23,18.15
5,土城,8,總碳氫化合物,THC,ppm,2019-07-23,1.99
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2019-07-23,.2
5,土城,10,風速,WIND_SPEED,m/sec,2019-07-23,1.18
5,土城,14,溫度,AMB_TEMP,℃,2019-07-23,27.43
5,土城,31,甲烷,CH4,ppm,2019-07-23,1.79
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,13
5,土城,38,相對濕度,RH,percent,2019-07-23,82.23
5,土城,143,小時風速值,WS_HR,m/sec,2019-07-23,.89
6,板橋,1,二氧化硫,SO2,ppb,2019-07-23,3.1
6,板橋,2,一氧化碳,CO,ppm,2019-07-23,.59
6,板橋,3,臭氧,O3,ppb,2019-07-23,26.4
6,板橋,4,懸浮微粒,PM10,μg/m3,2019-07-23,28
6,板橋,5,氮氧化物,NOx,ppb,2019-07-23,28.5
6,板橋,6,一氧化氮,NO,ppb,2019-07-23,5.01
6,板橋,7,二氧化氮,NO2,ppb,2019-07-23,23.49
6,板橋,8,總碳氫化合物,THC,ppm,2019-07-23,2.181
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2019-07-23,.298
6,板橋,10,風速,WIND_SPEED,m/sec,2019-07-23,1.52
6,板橋,14,溫度,AMB_TEMP,℃,2019-07-23,27.54
6,板橋,21,酸雨,PH_RAIN,pH,2019-07-23,4.25
6,板橋,22,導電度,RAIN_COND,μmho/cm,2019-07-23,33.93
6,板橋,31,甲烷,CH4,ppm,2019-07-23,1.883
6,板橋,32,降雨強度,RAIN_INT,㎜,2019-07-23,3.75
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,18
6,板橋,38,相對濕度,RH,percent,2019-07-23,78.44
6,板橋,143,小時風速值,WS_HR,m/sec,2019-07-23,1.1
7,新莊,1,二氧化硫,SO2,ppb,2019-07-23,2.6
7,新莊,2,一氧化碳,CO,ppm,2019-07-23,.66
7,新莊,3,臭氧,O3,ppb,2019-07-23,22.7
7,新莊,4,懸浮微粒,PM10,μg/m3,2019-07-23,29
7,新莊,5,氮氧化物,NOx,ppb,2019-07-23,32.01
7,新莊,6,一氧化氮,NO,ppb,2019-07-23,6.64
7,新莊,7,二氧化氮,NO2,ppb,2019-07-23,25.37
7,新莊,10,風速,WIND_SPEED,m/sec,2019-07-23,1.34
7,新莊,14,溫度,AMB_TEMP,℃,2019-07-23,28.58
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,14
7,新莊,38,相對濕度,RH,percent,2019-07-23,73.9
7,新莊,143,小時風速值,WS_HR,m/sec,2019-07-23,.88
8,菜寮,1,二氧化硫,SO2,ppb,2019-07-23,2
8,菜寮,2,一氧化碳,CO,ppm,2019-07-23,.56
8,菜寮,3,臭氧,O3,ppb,2019-07-23,21.3
8,菜寮,4,懸浮微粒,PM10,μg/m3,2019-07-23,23
8,菜寮,5,氮氧化物,NOx,ppb,2019-07-23,24.79
8,菜寮,6,一氧化氮,NO,ppb,2019-07-23,4.8
8,菜寮,7,二氧化氮,NO2,ppb,2019-07-23,19.99
8,菜寮,10,風速,WIND_SPEED,m/sec,2019-07-23,1.63
8,菜寮,14,溫度,AMB_TEMP,℃,2019-07-23,28.45
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,11
8,菜寮,38,相對濕度,RH,percent,2019-07-23,75.97
8,菜寮,143,小時風速值,WS_HR,m/sec,2019-07-23,1.25
9,林口,1,二氧化硫,SO2,ppb,2019-07-23,1.9
9,林口,2,一氧化碳,CO,ppm,2019-07-23,.32
9,林口,3,臭氧,O3,ppb,2019-07-23,25.9
9,林口,4,懸浮微粒,PM10,μg/m3,2019-07-23,19
9,林口,5,氮氧化物,NOx,ppb,2019-07-23,18.14
9,林口,6,一氧化氮,NO,ppb,2019-07-23,3.94
9,林口,7,二氧化氮,NO2,ppb,2019-07-23,14.2
9,林口,10,風速,WIND_SPEED,m/sec,2019-07-23,2.26
9,林口,14,溫度,AMB_TEMP,℃,2019-07-23,26.89
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,7
9,林口,38,相對濕度,RH,percent,2019-07-23,79.15
9,林口,143,小時風速值,WS_HR,m/sec,2019-07-23,2.04
10,淡水,1,二氧化硫,SO2,ppb,2019-07-23,2.2
10,淡水,2,一氧化碳,CO,ppm,2019-07-23,.39
10,淡水,3,臭氧,O3,ppb,2019-07-23,20.4
10,淡水,4,懸浮微粒,PM10,μg/m3,2019-07-23,25
10,淡水,5,氮氧化物,NOx,ppb,2019-07-23,15.62
10,淡水,6,一氧化氮,NO,ppb,2019-07-23,2.47
10,淡水,7,二氧化氮,NO2,ppb,2019-07-23,13.15
10,淡水,10,風速,WIND_SPEED,m/sec,2019-07-23,1.46
10,淡水,14,溫度,AMB_TEMP,℃,2019-07-23,x
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,9
10,淡水,38,相對濕度,RH,percent,2019-07-23,x
11,士林,1,二氧化硫,SO2,ppb,2019-07-23,2.2
11,士林,2,一氧化碳,CO,ppm,2019-07-23,.36
11,士林,3,臭氧,O3,ppb,2019-07-23,24.6
11,士林,4,懸浮微粒,PM10,μg/m3,2019-07-23,23
11,士林,5,氮氧化物,NOx,ppb,2019-07-23,16.86
11,士林,6,一氧化氮,NO,ppb,2019-07-23,3.34
11,士林,7,二氧化氮,NO2,ppb,2019-07-23,13.52
11,士林,10,風速,WIND_SPEED,m/sec,2019-07-23,1.7
11,士林,14,溫度,AMB_TEMP,℃,2019-07-23,28.96
11,士林,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,10
11,士林,38,相對濕度,RH,percent,2019-07-23,81.34
11,士林,143,小時風速值,WS_HR,m/sec,2019-07-23,1.42
12,中山,1,二氧化硫,SO2,ppb,2019-07-23,1.1
12,中山,2,一氧化碳,CO,ppm,2019-07-23,.56
12,中山,3,臭氧,O3,ppb,2019-07-23,22.5
12,中山,4,懸浮微粒,PM10,μg/m3,2019-07-23,25
12,中山,5,氮氧化物,NOx,ppb,2019-07-23,28.05
12,中山,6,一氧化氮,NO,ppb,2019-07-23,5.22
12,中山,7,二氧化氮,NO2,ppb,2019-07-23,22.84
12,中山,8,總碳氫化合物,THC,ppm,2019-07-23,1.967
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,2019-07-23,.185
12,中山,10,風速,WIND_SPEED,m/sec,2019-07-23,1.38
12,中山,14,溫度,AMB_TEMP,℃,2019-07-23,28.37
12,中山,31,甲烷,CH4,ppm,2019-07-23,1.782
12,中山,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,12
12,中山,38,相對濕度,RH,percent,2019-07-23,78.87
12,中山,143,小時風速值,WS_HR,m/sec,2019-07-23,.97
13,萬華,1,二氧化硫,SO2,ppb,2019-07-23,1.1
13,萬華,2,一氧化碳,CO,ppm,2019-07-23,.54
13,萬華,3,臭氧,O3,ppb,2019-07-23,21.4
13,萬華,4,懸浮微粒,PM10,μg/m3,2019-07-23,23
13,萬華,5,氮氧化物,NOx,ppb,2019-07-23,25.34
13,萬華,6,一氧化氮,NO,ppb,2019-07-23,5.06
13,萬華,7,二氧化氮,NO2,ppb,2019-07-23,20.28
13,萬華,10,風速,WIND_SPEED,m/sec,2019-07-23,1.23
13,萬華,14,溫度,AMB_TEMP,℃,2019-07-23,29.17
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,12
13,萬華,38,相對濕度,RH,percent,2019-07-23,76.05
13,萬華,143,小時風速值,WS_HR,m/sec,2019-07-23,.87
14,古亭,1,二氧化硫,SO2,ppb,2019-07-23,1.2
14,古亭,2,一氧化碳,CO,ppm,2019-07-23,.4
14,古亭,3,臭氧,O3,ppb,2019-07-23,25.1
14,古亭,4,懸浮微粒,PM10,μg/m3,2019-07-23,22
14,古亭,5,氮氧化物,NOx,ppb,2019-07-23,20.25
14,古亭,6,一氧化氮,NO,ppb,2019-07-23,3.09
14,古亭,7,二氧化氮,NO2,ppb,2019-07-23,17.15
14,古亭,8,總碳氫化合物,THC,ppm,2019-07-23,2.022
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,2019-07-23,.134
14,古亭,10,風速,WIND_SPEED,m/sec,2019-07-23,.82
14,古亭,14,溫度,AMB_TEMP,℃,2019-07-23,26.81
14,古亭,31,甲烷,CH4,ppm,2019-07-23,1.888
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,2019-07-23,11
14,古亭,38,相對濕度,RH,percent,2019-07-23,76.9
14,古亭,143,小時風速值,WS_HR,m/sec,2019-07-23,.52
15,松山,1,二氧化硫,SO2,ppb,2019-07-23,1.4
15,松山,2,一氧化碳,CO,ppm,2019-07-23,.45
15,松山,3,臭氧,O3,ppb,2019-07-23,22.1
15,松山,4,懸浮微粒,PM10,μg/m3,2019-07-23,24
