SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
1,基隆,1,二氧化硫,SO2,ppb,2020-05-12,.8
1,基隆,2,一氧化碳,CO,ppm,2020-05-12,.33
1,基隆,3,臭氧,O3,ppb,2020-05-12,38.8
1,基隆,4,懸浮微粒,PM10,μg/m3,2020-05-12,25
1,基隆,5,氮氧化物,NOx,ppb,2020-05-12,7.79
1,基隆,6,一氧化氮,NO,ppb,2020-05-12,1.79
1,基隆,7,二氧化氮,NO2,ppb,2020-05-12,6.01
1,基隆,8,總碳氫化合物,THC,ppm,2020-05-12,1.815
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2020-05-12,.058
1,基隆,10,風速,WIND_SPEED,m/sec,2020-05-12,.74
1,基隆,14,溫度,AMB_TEMP,℃,2020-05-12,22.75
1,基隆,31,甲烷,CH4,ppm,2020-05-12,1.757
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,13
1,基隆,38,相對濕度,RH,percent,2020-05-12,93.96
1,基隆,143,小時風速值,WS_HR,m/sec,2020-05-12,.51
2,汐止,1,二氧化硫,SO2,ppb,2020-05-12,1.7
2,汐止,2,一氧化碳,CO,ppm,2020-05-12,.35
2,汐止,3,臭氧,O3,ppb,2020-05-12,40.6
2,汐止,4,懸浮微粒,PM10,μg/m3,2020-05-12,28
2,汐止,5,氮氧化物,NOx,ppb,2020-05-12,15.25
2,汐止,6,一氧化氮,NO,ppb,2020-05-12,1.16
2,汐止,7,二氧化氮,NO2,ppb,2020-05-12,14.11
2,汐止,10,風速,WIND_SPEED,m/sec,2020-05-12,1.77
2,汐止,14,溫度,AMB_TEMP,℃,2020-05-12,23.45
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,14
2,汐止,38,相對濕度,RH,percent,2020-05-12,89.35
2,汐止,143,小時風速值,WS_HR,m/sec,2020-05-12,1.65
3,萬里,1,二氧化硫,SO2,ppb,2020-05-12,2.1
3,萬里,2,一氧化碳,CO,ppm,2020-05-12,.26
3,萬里,3,臭氧,O3,ppb,2020-05-12,45.7
3,萬里,4,懸浮微粒,PM10,μg/m3,2020-05-12,22
3,萬里,5,氮氧化物,NOx,ppb,2020-05-12,5.61
3,萬里,6,一氧化氮,NO,ppb,2020-05-12,.89
3,萬里,7,二氧化氮,NO2,ppb,2020-05-12,4.71
3,萬里,10,風速,WIND_SPEED,m/sec,2020-05-12,2.69
3,萬里,14,溫度,AMB_TEMP,℃,2020-05-12,21.91
3,萬里,21,酸雨,PH_RAIN,pH,2020-05-12,4.19
3,萬里,22,導電度,RAIN_COND,μmho/cm,2020-05-12,47.23
3,萬里,32,降雨強度,RAIN_INT,㎜,2020-05-12,1.33
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,10
3,萬里,38,相對濕度,RH,percent,2020-05-12,84.99
3,萬里,143,小時風速值,WS_HR,m/sec,2020-05-12,2.47
4,新店,1,二氧化硫,SO2,ppb,2020-05-12,1.8
4,新店,2,一氧化碳,CO,ppm,2020-05-12,.37
4,新店,3,臭氧,O3,ppb,2020-05-12,37.6
4,新店,4,懸浮微粒,PM10,μg/m3,2020-05-12,20
4,新店,5,氮氧化物,NOx,ppb,2020-05-12,13.63
4,新店,6,一氧化氮,NO,ppb,2020-05-12,1.03
4,新店,7,二氧化氮,NO2,ppb,2020-05-12,12.61
4,新店,10,風速,WIND_SPEED,m/sec,2020-05-12,1.39
4,新店,14,溫度,AMB_TEMP,℃,2020-05-12,23.35
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,15
4,新店,38,相對濕度,RH,percent,2020-05-12,82.53
4,新店,143,小時風速值,WS_HR,m/sec,2020-05-12,1.01
5,土城,1,二氧化硫,SO2,ppb,2020-05-12,2.1
5,土城,2,一氧化碳,CO,ppm,2020-05-12,.44
5,土城,3,臭氧,O3,ppb,2020-05-12,34.6
5,土城,4,懸浮微粒,PM10,μg/m3,2020-05-12,21
5,土城,5,氮氧化物,NOx,ppb,2020-05-12,15.69
5,土城,6,一氧化氮,NO,ppb,2020-05-12,1.21
5,土城,7,二氧化氮,NO2,ppb,2020-05-12,14.47
5,土城,8,總碳氫化合物,THC,ppm,2020-05-12,1.97
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2020-05-12,.13
5,土城,10,風速,WIND_SPEED,m/sec,2020-05-12,1.39
5,土城,14,溫度,AMB_TEMP,℃,2020-05-12,23.15
5,土城,31,甲烷,CH4,ppm,2020-05-12,1.84
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,15
5,土城,38,相對濕度,RH,percent,2020-05-12,83.55
5,土城,143,小時風速值,WS_HR,m/sec,2020-05-12,.88
6,板橋,1,二氧化硫,SO2,ppb,2020-05-12,1.8
6,板橋,2,一氧化碳,CO,ppm,2020-05-12,.5
6,板橋,3,臭氧,O3,ppb,2020-05-12,31.1
6,板橋,4,懸浮微粒,PM10,μg/m3,2020-05-12,23
6,板橋,5,氮氧化物,NOx,ppb,2020-05-12,21.49
6,板橋,6,一氧化氮,NO,ppb,2020-05-12,2.35
6,板橋,7,二氧化氮,NO2,ppb,2020-05-12,19.14
6,板橋,8,總碳氫化合物,THC,ppm,2020-05-12,2.245
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2020-05-12,.264
6,板橋,10,風速,WIND_SPEED,m/sec,2020-05-12,1.52
6,板橋,14,溫度,AMB_TEMP,℃,2020-05-12,23.67
6,板橋,21,酸雨,PH_RAIN,pH,2020-05-12,5.81
6,板橋,22,導電度,RAIN_COND,μmho/cm,2020-05-12,34.5
6,板橋,31,甲烷,CH4,ppm,2020-05-12,1.98
6,板橋,32,降雨強度,RAIN_INT,㎜,2020-05-12,3.7
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,14
6,板橋,38,相對濕度,RH,percent,2020-05-12,80.13
6,板橋,143,小時風速值,WS_HR,m/sec,2020-05-12,1.15
7,新莊,1,二氧化硫,SO2,ppb,2020-05-12,2.1
7,新莊,2,一氧化碳,CO,ppm,2020-05-12,.47
7,新莊,3,臭氧,O3,ppb,2020-05-12,37.8
7,新莊,4,懸浮微粒,PM10,μg/m3,2020-05-12,27
7,新莊,5,氮氧化物,NOx,ppb,2020-05-12,20.36
7,新莊,6,一氧化氮,NO,ppb,2020-05-12,3.61
7,新莊,7,二氧化氮,NO2,ppb,2020-05-12,16.75
7,新莊,10,風速,WIND_SPEED,m/sec,2020-05-12,2.02
7,新莊,14,溫度,AMB_TEMP,℃,2020-05-12,23.68
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,17
7,新莊,38,相對濕度,RH,percent,2020-05-12,80.09
7,新莊,143,小時風速值,WS_HR,m/sec,2020-05-12,1.8
8,菜寮,1,二氧化硫,SO2,ppb,2020-05-12,1.6
8,菜寮,2,一氧化碳,CO,ppm,2020-05-12,.47
8,菜寮,3,臭氧,O3,ppb,2020-05-12,30.9
8,菜寮,4,懸浮微粒,PM10,μg/m3,2020-05-12,23
8,菜寮,5,氮氧化物,NOx,ppb,2020-05-12,16.51
8,菜寮,6,一氧化氮,NO,ppb,2020-05-12,1.81
8,菜寮,7,二氧化氮,NO2,ppb,2020-05-12,14.69
8,菜寮,10,風速,WIND_SPEED,m/sec,2020-05-12,2.14
8,菜寮,14,溫度,AMB_TEMP,℃,2020-05-12,24.07
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,15
8,菜寮,38,相對濕度,RH,percent,2020-05-12,81.57
8,菜寮,143,小時風速值,WS_HR,m/sec,2020-05-12,1.9
9,林口,1,二氧化硫,SO2,ppb,2020-05-12,1.8
9,林口,2,一氧化碳,CO,ppm,2020-05-12,.33
9,林口,3,臭氧,O3,ppb,2020-05-12,39.2
9,林口,4,懸浮微粒,PM10,μg/m3,2020-05-12,25
9,林口,5,氮氧化物,NOx,ppb,2020-05-12,15.96
9,林口,6,一氧化氮,NO,ppb,2020-05-12,2.68
9,林口,7,二氧化氮,NO2,ppb,2020-05-12,13.27
9,林口,10,風速,WIND_SPEED,m/sec,2020-05-12,2.33
9,林口,14,溫度,AMB_TEMP,℃,2020-05-12,22.07
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,16
9,林口,38,相對濕度,RH,percent,2020-05-12,88.62
9,林口,143,小時風速值,WS_HR,m/sec,2020-05-12,1.95
10,淡水,1,二氧化硫,SO2,ppb,2020-05-12,1.7
10,淡水,2,一氧化碳,CO,ppm,2020-05-12,.35
10,淡水,3,臭氧,O3,ppb,2020-05-12,35.5
10,淡水,4,懸浮微粒,PM10,μg/m3,2020-05-12,20
10,淡水,5,氮氧化物,NOx,ppb,2020-05-12,10.21
10,淡水,6,一氧化氮,NO,ppb,2020-05-12,1.54
10,淡水,7,二氧化氮,NO2,ppb,2020-05-12,8.67
10,淡水,10,風速,WIND_SPEED,m/sec,2020-05-12,1.37
10,淡水,14,溫度,AMB_TEMP,℃,2020-05-12,23.25
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,12
10,淡水,38,相對濕度,RH,percent,2020-05-12,86.75
11,士林,1,二氧化硫,SO2,ppb,2020-05-12,1.5
11,士林,2,一氧化碳,CO,ppm,2020-05-12,.36
11,士林,3,臭氧,O3,ppb,2020-05-12,38.5
11,士林,4,懸浮微粒,PM10,μg/m3,2020-05-12,23
11,士林,5,氮氧化物,NOx,ppb,2020-05-12,14.59
11,士林,6,一氧化氮,NO,ppb,2020-05-12,1.61
11,士林,7,二氧化氮,NO2,ppb,2020-05-12,12.99
11,士林,10,風速,WIND_SPEED,m/sec,2020-05-12,1.65
11,士林,14,溫度,AMB_TEMP,℃,2020-05-12,24.38
11,士林,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,15
11,士林,38,相對濕度,RH,percent,2020-05-12,86.42
11,士林,143,小時風速值,WS_HR,m/sec,2020-05-12,1.42
12,中山,1,二氧化硫,SO2,ppb,2020-05-12,2.1
12,中山,2,一氧化碳,CO,ppm,2020-05-12,.58
12,中山,3,臭氧,O3,ppb,2020-05-12,31.7
12,中山,4,懸浮微粒,PM10,μg/m3,2020-05-12,23
12,中山,5,氮氧化物,NOx,ppb,2020-05-12,28.88
12,中山,6,一氧化氮,NO,ppb,2020-05-12,6.88
12,中山,7,二氧化氮,NO2,ppb,2020-05-12,22
12,中山,8,總碳氫化合物,THC,ppm,2020-05-12,2.039
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,2020-05-12,.141
12,中山,10,風速,WIND_SPEED,m/sec,2020-05-12,1.86
12,中山,14,溫度,AMB_TEMP,℃,2020-05-12,23.57
12,中山,31,甲烷,CH4,ppm,2020-05-12,1.898
12,中山,33,細懸浮微粒,PM2.5,μg/m3,2020-05-12,15
12,中山,38,相對濕度,RH,percent,2020-05-12,84.22
