date,year,month,day,Day of the week,work,備轉容量(MW),備轉容量率(%),瞬時尖峰負載(MW),淨尖峰供電能力(MW)
2020/5/1,2020,5,1,5,TRUE,3512,13.11,26788.71,30300.71
2020/5/2,2020,5,2,6,FALSE,3414,12.9,26465.12,29879.12
2020/5/3,2020,5,3,7,FALSE,2967,11.06,26826.4,29793.4
2020/5/4,2020,5,4,1,TRUE,3476,10.75,32334.88,35810.88
2020/5/5,2020,5,5,2,TRUE,3400,10.2,33333.33,36733.33
2020/5/6,2020,5,6,3,TRUE,3426,10.39,32974.01,36400.01
2020/5/7,2020,5,7,4,TRUE,3736,11.49,32515.23,36251.23
2020/5/8,2020,5,8,5,TRUE,3414,10.1,33801.98,37215.98
2020/5/9,2020,5,9,6,FALSE,3823,12.87,29704.74,33527.74
2020/5/10,2020,5,10,7,FALSE,3015,10.25,29414.63,32429.63
2020/5/11,2020,5,11,1,TRUE,3350,10.09,33201.19,36551.19
2020/5/12,2020,5,12,2,TRUE,3766,11.78,31969.44,35735.44
2020/5/13,2020,5,13,3,TRUE,4199,13.01,32275.17,36474.17
2020/5/14,2020,5,14,4,TRUE,3382,10.11,33452.03,36834.03
2020/5/15,2020,5,15,5,TRUE,3622,10.72,33787.31,37409.31
2020/5/16,2020,5,16,6,FALSE,3947,13.14,30038.05,33985.05
2020/5/17,2020,5,17,7,FALSE,4241,14.78,28694.18,32935.18
2020/5/18,2020,5,18,1,TRUE,4085,12.45,32811.24,36896.24
2020/5/19,2020,5,19,2,TRUE,4626,14.76,31341.46,35967.46
2020/5/20,2020,5,20,3,TRUE,4951,15.71,31514.96,36465.96
2020/5/21,2020,5,21,4,TRUE,3983,12.62,31561.01,35544.01
2020/5/22,2020,5,22,5,TRUE,3675,11.9,30882.35,34557.35
2020/5/23,2020,5,23,6,FALSE,4061,15.1,26894.04,30955.04
2020/5/24,2020,5,24,7,FALSE,4289,15.94,26907.15,31196.15
2020/5/25,2020,5,25,1,TRUE,3942,12.15,32444.44,36386.44
2020/5/26,2020,5,26,2,TRUE,3563,10.83,32899.35,36462.35
2020/5/27,2020,5,27,3,TRUE,4932,15.69,31434.03,36366.03
2020/5/28,2020,5,28,4,TRUE,5261,16.69,31521.87,36782.87
2020/5/29,2020,5,29,5,TRUE,4098,12.59,32549.64,36647.64
2020/5/30,2020,5,30,6,FALSE,4186,14.68,28514.99,32700.99
2020/5/31,2020,5,31,7,FALSE,3430,11.92,28775.17,32205.17
2020/6/1,2020,6,1,1,TRUE,3633,10.79,33670.06,37303.06
2020/6/2,2020,6,2,2,TRUE,4071,11.84,34383.45,38454.45
2020/6/3,2020,6,3,3,TRUE,4163,12.07,34490.47,38653.47
2020/6/4,2020,6,4,4,TRUE,3754,10.75,34920.93,38674.93
2020/6/5,2020,6,5,5,TRUE,3683,10.56,34876.89,38559.89
2020/6/6,2020,6,6,6,FALSE,4240,13.79,30746.92,34986.92
2020/6/7,2020,6,7,7,FALSE,4535,16.13,28115.31,32650.31
2020/6/8,2020,6,8,1,TRUE,4580,14.15,32367.49,36947.49
2020/6/9,2020,6,9,2,TRUE,4515,13.95,32365.59,36880.59
2020/6/10,2020,6,10,3,TRUE,4367,12.93,33774.17,38141.17
2020/6/11,2020,6,11,4,TRUE,3986,11.65,34214.59,38200.59
2020/6/12,2020,6,12,5,TRUE,3586,10.24,35019.53,38605.53
2020/6/13,2020,6,13,6,FALSE,3764,11.93,31550.71,35314.71
2020/6/14,2020,6,14,7,FALSE,4572,15.33,29823.87,34395.87
2020/6/15,2020,6,15,1,TRUE,5033,14.34,35097.63,40130.63
2020/6/16,2020,6,16,2,TRUE,4022,11.27,35687.67,39709.67
2020/6/17,2020,6,17,3,TRUE,3975,10.99,36169.24,40144.24
2020/6/18,2020,6,18,4,TRUE,4191,11.65,35974.25,40165.25
2020/6/19,2020,6,19,5,TRUE,3862,10.63,36331.14,40193.14
2020/6/20,2020,6,20,6,TRUE,3675,10.41,35302.59,38977.59
2020/6/21,2020,6,21,7,FALSE,3484,11.02,31615.25,35099.25
2020/6/22,2020,6,22,1,TRUE,3849,10.51,36622.26,40471.26
2020/6/23,2020,6,23,2,TRUE,3768,10.23,36832.84,40600.84
2020/6/24,2020,6,24,3,TRUE,4086,10.99,37179.25,41265.25
2020/6/25,2020,6,25,4,FALSE,3379,10.61,31847.31,35226.31
2020/6/26,2020,6,26,5,FALSE,3907,12.87,30357.42,34264.42
2020/6/27,2020,6,27,6,FALSE,3620,11.88,30471.38,34091.38
2020/6/28,2020,6,28,7,FALSE,3412,10.97,31103.01,34515.01
2020/6/29,2020,6,29,1,TRUE,4013,11.04,36349.64,40362.64
2020/6/30,2020,6,30,2,TRUE,4647,12.67,36677.19,41324.19
2020/7/1,2020,7,1,3,TRUE,4029,11.09,36330.03,40359.03
2020/7/2,2020,7,2,4,TRUE,4458,12.44,35836.01,40294.01
2020/7/3,2020,7,3,5,TRUE,4131,11.54,35797.23,39928.23
2020/7/4,2020,7,4,6,FALSE,4287,13.43,31921.07,36208.07
2020/7/5,2020,7,5,7,FALSE,3475,11.13,31221.92,34696.92
2020/7/6,2020,7,6,1,TRUE,5016,13.98,35879.83,40895.83
2020/7/7,2020,7,7,2,TRUE,4610,12.69,36327.82,40937.82
2020/7/8,2020,7,8,3,TRUE,4315,11.63,37102.32,41417.32
2020/7/9,2020,7,9,4,TRUE,4367,11.9,36697.48,41064.48
2020/7/10,2020,7,10,5,TRUE,4379,11.89,36829.27,41208.27
2020/7/11,2020,7,11,6,FALSE,3671,11.15,32923.77,36594.77
2020/7/12,2020,7,12,7,FALSE,3518,10.92,32216.12,35734.12
2020/7/13,2020,7,13,1,TRUE,3974,10.59,37525.97,41499.97
2020/7/14,2020,7,14,2,TRUE,3924,10.38,37803.47,41727.47
2020/7/15,2020,7,15,3,TRUE,4210,11.45,36768.56,40978.56
2020/7/16,2020,7,16,4,TRUE,5085,14.16,35911.02,40996.02
2020/7/17,2020,7,17,5,TRUE,4256,11.54,36880.42,41136.42
2020/7/18,2020,7,18,6,FALSE,4321,13.02,33187.4,37508.4
2020/7/19,2020,7,19,7,FALSE,4128,12.97,31827.29,35955.29
2020/7/20,2020,7,20,1,TRUE,4269,11.38,37513.18,41782.18
2020/7/21,2020,7,21,2,TRUE,5133,13.94,36822.09,41955.09
2020/7/22,2020,7,22,3,TRUE,4266,11.42,37355.52,41621.52
2020/7/23,2020,7,23,4,TRUE,3848,10.12,38023.72,41871.72
2020/7/24,2020,7,24,5,TRUE,4129,10.99,37570.52,41699.52
2020/7/25,2020,7,25,6,FALSE,4697,14.3,32846.15,37543.15
2020/7/26,2020,7,26,7,FALSE,4718,15.44,30556.99,35274.99
2020/7/27,2020,7,27,1,TRUE,4565,12.42,36755.23,41320.23
2020/7/28,2020,7,28,2,TRUE,4531,12.47,36335.2,40866.2
2020/7/29,2020,7,29,3,TRUE,4845,13.33,36346.59,41191.59
2020/7/30,2020,7,30,4,TRUE,5460,15.34,35593.22,41053.22
2020/7/31,2020,7,31,5,TRUE,4138,11.4,36298.25,40436.25
2020/8/1,2020,8,1,6,FALSE,4121,12.61,32680.41,36801.41
2020/8/2,2020,8,2,7,FALSE,3810,12.39,30750.61,34560.61
2020/8/3,2020,8,3,1,TRUE,4898,14.53,33709.57,38607.57
2020/8/4,2020,8,4,2,TRUE,4353,12.79,34034.4,38387.4
2020/8/5,2020,8,5,3,TRUE,4387,12.4,35379.03,39766.03
2020/8/6,2020,8,6,4,TRUE,3853,10.53,36590.69,40443.69
2020/8/7,2020,8,7,5,TRUE,3860,10.52,36692.02,40552.02
2020/8/8,2020,8,8,6,FALSE,3871,11.96,32366.22,36237.22
2020/8/9,2020,8,9,7,FALSE,3187,10.23,31153.47,34340.47
2020/8/10,2020,8,10,1,TRUE,3726,10.23,36422.29,40148.29
2020/8/11,2020,8,11,2,TRUE,4384,12.47,35156.38,39540.38
2020/8/12,2020,8,12,3,TRUE,4270,11.69,36526.95,40796.95
2020/8/13,2020,8,13,4,TRUE,4651,12.81,36307.57,40958.57
2020/8/14,2020,8,14,5,TRUE,5022,13.97,35948.46,40970.46
2020/8/15,2020,8,15,6,FALSE,4941,15.83,31212.89,36153.89
2020/8/16,2020,8,16,7,FALSE,4622,15.55,29723.47,34345.47
2020/8/17,2020,8,17,1,TRUE,4585,12.9,35542.64,40127.64
2020/8/18,2020,8,18,2,TRUE,4236,11.68,36267.12,40503.12
2020/8/19,2020,8,19,3,TRUE,3869,10.46,36988.53,40857.53
2020/8/20,2020,8,20,4,TRUE,4384,11.91,36809.4,41193.4
2020/8/21,2020,8,21,5,TRUE,3862,10.49,36816.02,40678.02
2020/8/22,2020,8,22,6,FALSE,3398,10.97,30975.39,34373.39
2020/8/23,2020,8,23,7,FALSE,3297,10.9,30247.71,33544.71
2020/8/24,2020,8,24,1,TRUE,3694,10.13,36465.94,40159.94
2020/8/25,2020,8,25,2,TRUE,3812,10.28,37081.71,40893.71
2020/8/26,2020,8,26,3,TRUE,3796,10.6,35811.32,39607.32
2020/8/27,2020,8,27,4,TRUE,4545,12.95,35096.53,39641.53
2020/8/28,2020,8,28,5,TRUE,4272,12.16,35131.58,39403.58
2020/8/29,2020,8,29,6,FALSE,4174,13.4,31149.25,35323.25
2020/8/30,2020,8,30,7,FALSE,4086,13.32,30675.68,34761.68
2020/8/31,2020,8,31,1,TRUE,4719,13.41,35190.16,39909.16
2020/9/1,2020,9,1,2,TRUE,4478,12.64,35427.22,39905.22
2020/9/2,2020,9,2,3,TRUE,3869,10.6,36500,40369
2020/9/3,2020,9,3,4,TRUE,4811,13.56,35479.35,40290.35
2020/9/4,2020,9,4,5,TRUE,4870,13.54,35967.5,40837.5
2020/9/5,2020,9,5,6,FALSE,3923,12.75,30768.63,34691.63
2020/9/6,2020,9,6,7,FALSE,3873,13.87,27923.58,31796.58
2020/9/7,2020,9,7,1,TRUE,4362,12.85,33945.53,38307.53
2020/9/8,2020,9,8,2,TRUE,4155,11.83,35122.57,39277.57
2020/9/9,2020,9,9,3,TRUE,4177,11.81,35368.33,39545.33
2020/9/10,2020,9,10,4,TRUE,4255,12.01,35428.81,39683.81
2020/9/11,2020,9,11,5,TRUE,4084,11.47,35605.93,39689.93
2020/9/12,2020,9,12,6,FALSE,3383,10.8,31324.07,34707.07
2020/9/13,2020,9,13,7,FALSE,3024,10.07,30029.79,33053.79
2020/9/14,2020,9,14,1,TRUE,3718,10.43,35647.17,39365.17
2020/9/15,2020,9,15,2,TRUE,3725,10.26,36306.04,40031.04
2020/9/16,2020,9,16,3,TRUE,3733,10.22,36526.42,40259.42
2020/9/17,2020,9,17,4,TRUE,3724,10.11,36834.82,40558.82
2020/9/18,2020,9,18,5,TRUE,3729,10.11,36884.27,40613.27
2020/9/19,2020,9,19,6,FALSE,3317,10.21,32487.76,35804.76
2020/9/20,2020,9,20,7,FALSE,3885,13.16,29521.28,33406.28
2020/9/21,2020,9,21,1,TRUE,4562,13.26,34404.22,38966.22
2020/9/22,2020,9,22,2,TRUE,5125,14.97,34235.14,39360.14
2020/9/23,2020,9,23,3,TRUE,4772,13.76,34680.23,39452.23
2020/9/24,2020,9,24,4,TRUE,5434,16.21,33522.52,38956.52
2020/9/25,2020,9,25,5,TRUE,5274,16.48,32002.43,37276.43
2020/9/26,2020,9,26,6,TRUE,4547,14.62,31101.23,35648.23
2020/9/27,2020,9,27,7,FALSE,4489,16.75,26800,31289
2020/9/28,2020,9,28,1,TRUE,4555,14.64,31113.39,35668.39
2020/9/29,2020,9,29,2,TRUE,4259,13.42,31736.21,35995.21
2020/9/30,2020,9,30,3,TRUE,5285,17.2,30726.74,36011.74
2020/10/1,2020,10,1,4,FALSE,4645,17.6,26392.05,31037.05
2020/10/2,2020,10,2,5,FALSE,3460,12.78,27073.55,30533.55
2020/10/3,2020,10,3,6,FALSE,3418,12.41,27542.3,30960.3
2020/10/4,2020,10,4,7,FALSE,3592,12.7,28283.46,31875.46
2020/10/5,2020,10,5,1,TRUE,4539,13.96,32514.33,37053.33
2020/10/6,2020,10,6,2,TRUE,4239,13.29,31896.16,36135.16
2020/10/7,2020,10,7,3,TRUE,4100,13.1,31297.71,35397.71
2020/10/8,2020,10,8,4,TRUE,4718,15.31,30816.46,35534.46
2020/10/9,2020,10,9,5,FALSE,4310,15.68,27487.24,31797.24
2020/10/10,2020,10,10,6,FALSE,3295,12.03,27389.86,30684.86
2020/10/11,2020,10,11,7,FALSE,3088,11.26,27424.51,30512.51
2020/10/12,2020,10,12,1,TRUE,3361,10.17,33048.18,36409.18
2020/10/13,2020,10,13,2,TRUE,3465,10.38,33381.5,36846.5
2020/10/14,2020,10,14,3,TRUE,3992,12.17,32801.97,36793.97
2020/10/15,2020,10,15,4,TRUE,3926,12.01,32689.43,36615.43
2020/10/16,2020,10,16,5,TRUE,3801,11.56,32880.62,36681.62
2020/10/17,2020,10,17,6,FALSE,4087,14.59,28012.34,32099.34
2020/10/18,2020,10,18,7,FALSE,3946,14.85,26572.39,30518.39
2020/10/19,2020,10,19,1,TRUE,4505,14.51,31047.55,35552.55
2020/10/20,2020,10,20,2,TRUE,4244,13.42,31624.44,35868.44
2020/10/21,2020,10,21,3,TRUE,3309,10.22,32377.69,35686.69
2020/10/22,2020,10,22,4,TRUE,4341,13.91,31207.76,35548.76
2020/10/23,2020,10,23,5,TRUE,4003,13.48,29695.85,33698.85
2020/10/24,2020,10,24,6,FALSE,3892,14.53,26785.96,30677.96
2020/10/25,2020,10,25,7,FALSE,4025,15.41,26119.4,30144.4
2020/10/26,2020,10,26,1,TRUE,3503,11.27,31082.52,34585.52
2020/10/27,2020,10,27,2,TRUE,3401,10.74,31666.67,35067.67
2020/10/28,2020,10,28,3,TRUE,3470,10.86,31952.12,35422.12
2020/10/29,2020,10,29,4,TRUE,3708,11.86,31264.76,34972.76
2020/10/30,2020,10,30,5,TRUE,4215,13.93,30258.44,34473.44
2020/10/31,2020,10,31,6,FALSE,3719,13.9,26755.4,30474.4
2020/11/1,2020,11,1,7,FALSE,3569,13.66,26127.38,29696.38
2020/11/2,2020,11,2,1,TRUE,3523,11.58,30423.14,33946.14
2020/11/3,2020,11,3,2,TRUE,3189,10.64,29971.8,33160.8
2020/11/4,2020,11,4,3,TRUE,3551,11.92,29790.27,33341.27
2020/11/5,2020,11,5,4,TRUE,3319,10.94,30338.21,33657.21
2020/11/6,2020,11,6,5,TRUE,3263,10.26,31803.12,35066.12
2020/11/7,2020,11,7,6,FALSE,3199,11.34,28209.88,31408.88
2020/11/8,2020,11,8,7,FALSE,3928,15.33,25622.96,29550.96
2020/11/9,2020,11,9,1,TRUE,4080,13.89,29373.65,33453.65
2020/11/10,2020,11,10,2,TRUE,3590,12.04,29817.28,33407.28
2020/11/11,2020,11,11,3,TRUE,3708,12.52,29616.61,33324.61
2020/11/12,2020,11,12,4,TRUE,3191,10.5,30390.48,33581.48
2020/11/13,2020,11,13,5,TRUE,3373,11.17,30196.96,33569.96
2020/11/14,2020,11,14,6,FALSE,3364,12.39,27150.93,30514.93
2020/11/15,2020,11,15,7,FALSE,3463,13.27,26096.46,29559.46
2020/11/16,2020,11,16,1,TRUE,3147,10.16,30974.41,34121.41
2020/11/17,2020,11,17,2,TRUE,3202,10.2,31392.16,34594.16
2020/11/18,2020,11,18,3,TRUE,3361,10.56,31827.65,35188.65
2020/11/19,2020,11,19,4,TRUE,3314,10.33,32081.32,35395.32
2020/11/20,2020,11,20,5,TRUE,3643,11.38,32012.3,35655.3
2020/11/21,2020,11,21,6,FALSE,2928,10.21,28677.77,31605.77
2020/11/22,2020,11,22,7,FALSE,2765,10.28,26896.89,29661.89
2020/11/23,2020,11,23,1,TRUE,3145,10.2,30833.33,33978.33
2020/11/24,2020,11,24,2,TRUE,3134,10.13,30937.81,34071.81
2020/11/25,2020,11,25,3,TRUE,3306,10.5,31485.71,34791.71
2020/11/26,2020,11,26,4,TRUE,3145,10.01,31418.58,34563.58
2020/11/27,2020,11,27,5,TRUE,3495,11.58,30181.35,33676.35
2020/11/28,2020,11,28,6,FALSE,2977,11.09,26844,29821
2020/11/29,2020,11,29,7,FALSE,3287,13.02,25245.78,28532.78
2020/11/30,2020,11,30,1,TRUE,3320,11.4,29122.81,32442.81
2020/12/1,2020,12,1,2,TRUE,3237,10.94,29588.67,32825.67
2020/12/2,2020,12,2,3,TRUE,3050,10.33,29525.65,32575.65
2020/12/3,2020,12,3,4,TRUE,3168,10.81,29306.2,32474.2
2020/12/4,2020,12,4,5,TRUE,3084,10.5,29371.43,32455.43
2020/12/5,2020,12,5,6,FALSE,3618,13.58,26642.12,30260.12
2020/12/6,2020,12,6,7,FALSE,2691,10.51,25604.19,28295.19
2020/12/7,2020,12,7,1,TRUE,3106,10.45,29722.49,32828.49
2020/12/8,2020,12,8,2,TRUE,3164,10.59,29877.24,33041.24
2020/12/9,2020,12,9,3,TRUE,3094,10.27,30126.58,33220.58
2020/12/10,2020,12,10,4,TRUE,3086,10.22,30195.69,33281.69
2020/12/11,2020,12,11,5,TRUE,3129,10.46,29913.96,33042.96
2020/12/12,2020,12,12,6,FALSE,3282,12.31,26661.25,29943.25
2020/12/13,2020,12,13,7,FALSE,2830,11.12,25449.64,28279.64
2020/12/14,2020,12,14,1,TRUE,3021,10.2,29617.65,32638.65
2020/12/15,2020,12,15,2,TRUE,3012,10.14,29704.14,32716.14
2020/12/16,2020,12,16,3,TRUE,3020.59,10.14,29788.86,32809.45
2020/12/17,2020,12,17,4,TRUE,3000.27,10.04,29883.17,32883.44
2020/12/18,2020,12,18,5,TRUE,3047.2,10.22,29816.05,32863.25
2020/12/19,2020,12,19,6,FALSE,3046.68,11.39,26748.73,29795.41
2020/12/20,2020,12,20,7,FALSE,3716.33,14.48,25665.26,29381.59
2020/12/21,2020,12,21,1,TRUE,3072.6,10.36,29658.3,32730.9
2020/12/22,2020,12,22,2,TRUE,3198.84,10.7,29895.7,33094.54
2020/12/23,2020,12,23,3,TRUE,3076.31,10.15,30308.47,33384.78
2020/12/24,2020,12,24,4,TRUE,3544.739,11.87,29863.01,33407.75
2020/12/25,2020,12,25,5,TRUE,3417.97,11.67,29288.52,32706.49
2020/12/26,2020,12,26,6,FALSE,3065.95,11.47,26730.17,29796.12
2020/12/27,2020,12,27,7,FALSE,2868.795,11.04,25985.46,28854.26
2020/12/28,2020,12,28,1,TRUE,3134.859,10.63,29490.68,32625.54
2020/12/29,2020,12,29,2,TRUE,3093.26,10.3,30031.65,33124.91
2020/12/30,2020,12,30,3,TRUE,3117.59,10.72,29082,32199.59
2020/12/31,2020,12,31,4,TRUE,3153.776,11.09,28438.02,31591.79
2021/1/1,2021,1,1,5,FALSE,2767,10.76,25715.61,28482.61
2021/1/2,2021,1,2,6,FALSE,2936,11.52,25486.11,28422.11
2021/1/3,2021,1,3,7,FALSE,3037,11.92,25478.19,28515.19
2021/1/4,2021,1,4,1,TRUE,3032,10.2,29725.49,32757.49
2021/1/5,2021,1,5,2,TRUE,3067,10.21,30039.18,33106.18
2021/1/6,2021,1,6,3,TRUE,3102,10.23,30322.58,33424.58
2021/1/7,2021,1,7,4,TRUE,3102,10.17,30501.47,33603.47
2021/1/8,2021,1,8,5,TRUE,3105,10.21,30411.36,33516.36
2021/1/9,2021,1,9,6,FALSE,3202,11.41,28063.1,31265.1
2021/1/10,2021,1,10,7,FALSE,2906,10.66,27260.79,30166.79
2021/1/11,2021,1,11,1,TRUE,3093,10.08,30684.52,33777.52
2021/1/12,2021,1,12,2,TRUE,3116,10.17,30639.13,33755.13
2021/1/13,2021,1,13,3,TRUE,3114,10.38,30000,33114
2021/1/14,2021,1,14,4,TRUE,3132,10.43,30028.76,33160.76
2021/1/15,2021,1,15,5,TRUE,3310,11.2,29553.57,32863.57
2021/1/16,2021,1,16,6,FALSE,3046,11.23,27123.78,30169.78
2021/1/17,2021,1,17,7,FALSE,3035,11.36,26716.55,29751.55
2021/1/18,2021,1,18,1,TRUE,3157,10.55,29924.17,33081.17
2021/1/19,2021,1,19,2,TRUE,3159,10.53,30000,33159
2021/1/20,2021,1,20,3,TRUE,3149,10.5,29990.48,33139.48
2021/1/21,2021,1,21,4,TRUE,3074,10.15,30285.71,33359.71
2021/1/22,2021,1,22,5,TRUE,3097,10.29,30097.18,33194.18
2021/1/23,2021,1,23,6,FALSE,3203,11.77,27213.25,30416.25
2021/1/24,2021,1,24,7,FALSE,3073,11.95,25715.48,28788.48
2021/1/25,2021,1,25,1,TRUE,3269,10.97,29799.45,33068.45
2021/1/26,2021,1,26,2,TRUE,3219,10.75,29944.19,33163.19
2021/1/27,2021,1,27,3,TRUE,3064,10.36,29575.29,32639.29
2021/1/28,2021,1,28,4,TRUE,3286,11.12,29550.36,32836.36
2021/1/29,2021,1,29,5,TRUE,3203,10.94,29277.88,32480.88
2021/1/30,2021,1,30,6,FALSE,3447,12.93,26658.93,30105.93
2021/1/31,2021,1,31,7,FALSE,2906,11.41,25468.89,28374.89
2021/2/1,2021,2,1,1,,2938,10.12,29031.62,31969.62
2021/2/2,2021,2,2,2,,3045,10.24,29736.33,32781.33
2021/2/3,2021,2,3,3,,3006,10.15,29615.76,32621.76
2021/2/4,2021,2,4,4,,3132,10.56,29659.09,32791.09
2021/2/5,2021,2,5,5,,3060,10.45,29282.3,32342.3
2021/2/6,2021,2,6,6,,3066,11.49,26684.07,29750.07
2021/2/7,2021,2,7,7,,2763,10.66,25919.32,28682.32
2021/2/8,2021,2,8,1,,3047,10.92,27902.93,30949.93
2021/2/9,2021,2,9,2,,2880,11.03,26110.61,28990.61
2021/2/10,2021,2,10,3,,2888,11.85,24371.31,27259.31
2021/2/11,2021,2,11,4,,2833,12.8,22132.81,24965.81
2021/2/12,2021,2,12,5,,2992,13.65,21919.41,24911.41
2021/2/13,2021,2,13,6,,3024,13.77,21960.78,24984.78
2021/2/14,2021,2,14,7,,2911,12.97,22444.1,25355.1
2021/2/15,2021,2,15,1,,2645,11.27,23469.39,26114.39
2021/2/16,2021,2,16,2,,3002,12.15,24707.82,27709.82
2021/2/17,2021,2,17,3,,2824,10.13,27877.59,30701.59
2021/2/18,2021,2,18,4,,2907,10.19,28527.97,31434.97
2021/2/19,2021,2,19,5,,2885,10.08,28621.03,31506.03
2021/2/20,2021,2,20,6,,2975,10.86,27394.11,30369.11
2021/2/21,2021,2,21,7,,3139,12.43,25253.42,28392.42
2021/2/22,2021,2,22,1,,2989,10.18,29361.49,32350.49
2021/2/23,2021,2,23,2,,3109,10.39,29923,33032
2021/2/24,2021,2,24,3,,3049,10.15,30039.41,33088.41
2021/2/25,2021,2,25,4,,3029,10.07,30079.44,33108.44
2021/2/26,2021,2,26,5,,3041,10.23,29726.3,32767.3
2021/2/27,2021,2,27,6,,2758,10.42,26468.33,29226.33
2021/2/28,2021,2,28,7,,2672,10.68,25018.73,27690.73
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
