,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
233,2019-08-22,13.627853003825791,12.407328218785336,17.241289669899707,13.627853003825791,13.627853003825791,1.1825866054815568,1.1825866054815568,1.1825866054815568,-0.4055202136584863,-0.4055202136584863,-0.4055202136584863,1.5881068191400431,1.5881068191400431,1.5881068191400431,0.0,0.0,0.0,14.810439609307348
234,2019-08-23,13.639489468244474,12.592601600661046,17.617669035385184,13.639489468244474,13.639489468244474,1.4277965175407101,1.4277965175407101,1.4277965175407101,-0.05945621655813634,-0.05945621655813634,-0.05945621655813634,1.4872527340988464,1.4872527340988464,1.4872527340988464,0.0,0.0,0.0,15.067285985785183
235,2019-08-24,13.651125932663154,13.274316442416316,18.41648909250619,13.651125932663154,13.651125932663154,2.2796682645785205,2.2796682645785205,2.2796682645785205,0.9001688851273887,0.9001688851273887,0.9001688851273887,1.3794993794511314,1.3794993794511314,1.3794993794511314,0.0,0.0,0.0,15.930794197241674
236,2019-08-25,13.662762397081835,13.153451709533286,18.275602982878226,13.662762397081835,13.662762397081835,2.058516084063021,2.058516084063021,2.058516084063021,0.7907000898403646,0.7907000898403646,0.7907000898403646,1.2678159942226566,1.2678159942226566,1.2678159942226566,0.0,0.0,0.0,15.721278481144855
237,2019-08-26,13.674398861500519,11.737332471303587,17.164508437762375,13.674398861500519,13.674398861500519,0.8700783542900725,0.8700783542900725,0.8700783542900725,-0.28524902978279093,-0.28524902978279093,-0.28524902978279093,1.1553273840728633,1.1553273840728633,1.1553273840728633,0.0,0.0,0.0,14.544477215790591
238,2019-08-27,13.6860353259192,11.642667926276992,16.901831629635662,13.6860353259192,13.6860353259192,0.5746754179589968,0.5746754179589968,0.5746754179589968,-0.47056219733672433,-0.47056219733672433,-0.47056219733672433,1.0452376152957212,1.0452376152957212,1.0452376152957212,0.0,0.0,0.0,14.260710743878196
239,2019-08-28,13.697671790337882,11.58444231426842,16.6027038160953,13.697671790337882,13.697671790337882,0.47066955771589164,0.47066955771589164,0.47066955771589164,-0.4700813176280178,-0.4700813176280178,-0.4700813176280178,0.9407508753439094,0.9407508753439094,0.9407508753439094,0.0,0.0,0.0,14.168341348053774
240,2019-08-29,13.709308254756563,11.771159153855983,16.710859919493423,13.709308254756563,13.709308254756563,0.4394713339208918,0.4394713339208918,0.4394713339208918,-0.40552021365887303,-0.40552021365887303,-0.40552021365887303,0.8449915475797649,0.8449915475797649,0.8449915475797649,0.0,0.0,0.0,14.148779588677455
241,2019-08-30,13.720944719175247,11.821205305245417,16.855730628552955,13.720944719175247,13.720944719175247,0.7014693586081646,0.7014693586081646,0.7014693586081646,-0.05945621655967532,-0.05945621655967532,-0.05945621655967532,0.76092557516784,0.76092557516784,0.76092557516784,0.0,0.0,0.0,14.422414077783412
242,2019-08-31,13.732581183593927,12.834122727428234,17.959729486364726,13.732581183593929,13.732581183593929,1.5914540457036606,1.5914540457036606,1.5914540457036606,0.9001688851264856,0.9001688851264856,0.9001688851264856,0.691285160577175,0.691285160577175,0.691285160577175,0.0,0.0,0.0,15.324035229297587
243,2019-09-01,13.744217648012611,12.809275640211942,17.65534896227582,13.744217648012611,13.744217648012611,1.4291988536177962,1.4291988536177962,1.4291988536177962,0.7907000898398798,0.7907000898398798,0.7907000898398798,0.6384987637779163,0.6384987637779163,0.6384987637779163,0.0,0.0,0.0,15.173416501630408
244,2019-09-02,13.755854112431292,11.681207091527046,16.878025201063,13.755854112431292,13.755854112431292,0.3193791964690158,0.3193791964690158,0.3193791964690158,-0.28524902978348354,-0.28524902978348354,-0.28524902978348354,0.6046282262524993,0.6046282262524993,0.6046282262524993,0.0,0.0,0.0,14.075233308900309
245,2019-09-03,13.767490576849974,11.116319068951475,16.456555470398836,13.767490576849974,13.767490576849974,0.12075246580056233,0.12075246580056233,0.12075246580056233,-0.4705621973367687,-0.4705621973367687,-0.4705621973367687,0.5913146631373309,0.5913146631373309,0.5913146631373309,0.0,0.0,0.0,13.888243042650537
